pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,month_,speed
"2034-05-20 05:03:30",74,154,317,155,322,7,5,20,5,5,243
"2034-06-25 05:01:21",335,150,325,138,318,1,5,25,14,6,150
"2034-02-11 04:17:20",219,118,383,117,388,7,4,11,5,2,82
"2034-03-16 21:17:37",1187,121,443,151,345,5,21,16,102,3,309
"2034-03-25 08:22:23",926,131,285,145,325,7,8,25,42,3,163
"2034-06-26 04:19:55",133,159,335,154,324,2,4,26,12,6,325
"2034-04-22 21:49:17",626,139,318,121,291,7,21,22,32,4,184
"2034-01-15 22:11:52",367,162,334,176,356,1,22,15,26,1,255
"2034-03-27 23:39:07",399,198,384,187,360,2,23,27,26,3,235
"2034-01-29 17:36:10",714,168,339,153,310,1,17,29,33,1,166
"2034-03-11 12:52:14",636,167,341,148,358,7,12,11,26,3,147
"2034-02-20 09:25:32",175,129,320,135,317,2,9,20,7,2,144
"2034-03-22 14:26:06",431,165,319,152,327,4,14,22,15,3,125
"2034-05-11 21:58:47",2085,158,359,141,302,5,21,11,59,5,102
"2034-03-14 03:49:34",235,151,332,162,320,3,3,14,16,3,245
"2034-06-08 21:14:09",224,121,294,119,312,5,21,8,18,6,289
"2034-05-29 09:51:37",183,182,356,175,345,2,9,29,13,5,256
"2034-06-07 21:57:54",326,110,339,122,351,4,21,7,17,6,188
"2034-06-18 12:41:22",1343,150,362,190,370,1,12,18,41,6,110
"2034-01-23 15:57:41",579,188,368,169,389,2,15,23,28,1,174
"2034-06-28 18:21:32",1016,169,341,164,375,4,18,28,34,6,120
"2034-03-27 17:41:03",486,163,343,150,362,2,17,27,23,3,170
"2034-07-12 09:41:01",1097,168,342,151,334,4,9,12,19,7,62
"2034-01-15 17:37:31",649,153,354,178,359,1,17,15,26,1,144
"2034-02-12 20:32:37",356,185,359,191,372,1,20,12,14,2,142
"2034-03-20 20:58:00",218,147,320,140,323,2,20,20,8,3,132
"2034-06-08 18:39:19",311,179,347,168,346,5,18,8,11,6,127
"2034-02-09 14:41:23",238,184,356,178,355,5,14,9,6,2,91
"2034-02-23 18:44:11",1001,139,312,172,341,5,18,23,44,2,158
"2034-03-04 08:39:49",265,137,305,146,311,7,8,4,11,3,149
"2034-03-02 16:43:31",326,156,357,164,363,5,16,2,10,3,110
"2034-04-24 00:23:46",607,164,336,150,363,2,0,24,30,4,178
"2034-01-15 14:03:59",1646,121,443,136,289,1,14,15,155,1,339
"2034-04-01 22:49:18",480,159,320,166,336,7,22,1,17,4,128
"2034-06-19 08:08:51",903,144,340,184,357,2,8,19,43,6,171
"2034-04-22 14:22:18",1030,156,368,180,347,7,14,22,32,4,112
"2034-05-24 07:34:38",595,168,370,153,345,4,7,24,29,5,175
"2034-02-16 23:52:20",248,147,355,145,347,5,23,16,8,2,116
"2034-04-17 00:41:29",687,110,307,147,348,2,0,17,55,4,288
"2034-02-16 06:06:35",745,173,387,140,326,5,6,16,69,2,333
"2034-07-07 22:18:22",469,155,348,161,372,6,22,7,25,7,192
"2034-06-08 23:52:04",108,146,309,142,308,5,23,8,4,6,133
"2034-07-08 14:21:21",1075,146,328,182,358,7,14,8,47,7,157
"2034-04-23 12:13:07",175,192,392,194,398,1,12,23,6,4,123
"2034-02-01 06:20:01",382,175,352,154,333,4,6,1,28,2,264
"2034-05-12 08:12:47",2795,-30,464,154,343,6,8,12,220,5,283
"2034-05-17 18:13:11",1395,155,333,99,281,4,18,17,76,5,196
"2034-02-28 18:06:22",918,147,317,120,285,3,18,28,42,2,165
"2034-02-07 10:41:48",145,145,321,142,316,3,10,7,6,2,149
"2034-03-07 16:44:08",400,182,356,166,341,3,16,7,22,3,198
"2034-05-27 13:27:48",1470,171,351,153,338,7,13,27,22,5,54
"2034-04-29 10:38:21",102,147,335,143,328,7,10,29,8,4,282
"2034-03-27 21:52:39",1257,142,307,198,420,2,21,27,126,3,361
"2034-03-13 22:37:41",507,126,314,96,302,2,22,13,32,3,227
"2034-05-08 01:14:57",1126,81,313,84,366,2,1,8,53,5,169
"2034-05-01 12:27:17",500,159,348,153,328,2,12,1,21,5,151
"2034-07-11 07:12:03",954,139,335,177,389,3,7,11,66,7,249
"2034-04-12 22:02:21",684,140,315,152,341,4,22,12,29,4,153
"2034-07-06 21:24:42",422,72,299,84,310,5,21,6,16,7,136
"2034-04-12 15:06:01",350,155,307,166,326,4,15,12,22,4,226
"2034-01-31 08:32:25",741,165,379,160,346,3,8,31,33,1,160
"2034-05-05 09:22:40",1127,177,345,149,364,6,9,5,34,5,109
"2034-04-18 19:47:59",270,154,332,164,325,3,19,18,12,4,160
"2034-01-29 21:21:11",579,141,316,136,301,1,21,29,16,1,99
"2034-03-25 08:57:54",348,151,317,138,300,7,8,25,21,3,217
"2034-07-11 01:43:42",999,161,333,182,395,3,1,11,65,7,234
"2034-06-18 13:41:23",967,160,342,139,300,1,13,18,47,6,175
"2034-06-09 07:19:42",405,171,345,158,350,6,7,9,14,6,124
"2034-04-27 19:39:09",2567,-29,458,151,307,5,19,27,235,4,330
"2034-01-22 11:22:33",158,163,371,160,377,1,11,22,7,1,159
"2034-03-23 08:51:07",302,155,327,151,332,5,8,23,6,3,72
"2034-04-14 13:08:21",444,150,324,158,319,6,13,14,9,4,73
"2034-01-17 04:11:15",185,159,367,173,356,3,4,17,18,1,350
"2034-03-04 19:17:31",392,134,308,104,304,7,19,4,30,3,276
"2034-05-20 03:14:28",321,150,316,149,335,7,3,20,19,5,213
"2034-06-30 11:42:20",1564,167,368,125,287,6,11,30,91,6,209
"2034-04-27 08:11:49",248,169,347,174,357,5,8,27,11,4,160
"2034-07-13 21:00:37",210,146,309,139,300,5,21,13,11,7,189
"2034-07-11 12:57:06",176,137,325,139,318,3,12,11,7,7,143
"2034-06-10 10:53:14",599,120,379,137,380,7,10,10,17,6,102
"2034-04-26 23:41:37",311,126,311,123,299,4,23,26,12,4,139
"2034-05-26 21:59:57",399,159,374,176,356,6,21,26,25,5,226
"2034-02-24 16:32:01",929,121,443,103,347,6,16,24,98,2,380
"2034-02-18 18:58:17",422,146,323,145,308,7,18,18,15,2,128
"2034-04-30 19:00:35",66,155,366,156,370,1,19,30,4,4,218
"2034-07-08 15:43:20",210,162,332,165,340,7,15,8,9,7,154
"2034-01-15 15:26:53",434,159,322,142,322,1,15,15,17,1,141
"2034-07-04 06:56:40",1652,149,307,111,446,3,6,4,144,7,314
"2034-05-30 15:16:36",491,150,346,156,368,3,15,30,23,5,169
"2034-05-15 07:03:55",668,146,333,172,335,2,7,15,26,5,140
"2034-01-30 12:04:19",828,171,326,147,302,2,12,30,34,1,148
"2034-03-26 18:50:36",699,163,376,145,338,1,18,26,42,3,216
"2034-03-16 19:36:52",313,171,344,180,355,5,19,16,14,3,161
"2034-06-04 00:19:22",483,152,306,134,297,1,0,4,20,6,149
"2034-07-02 09:22:57",120,152,359,156,362,1,9,2,5,7,150
"2034-06-01 10:05:56",515,169,348,154,350,5,10,1,15,6,105
"2034-02-18 10:05:48",367,144,392,135,371,7,10,18,23,2,226
"2034-01-19 12:35:01",337,165,362,179,361,5,12,19,14,1,150
"2034-05-06 07:33:19",831,157,310,151,335,7,7,6,26,5,113
"2034-06-27 08:44:26",1241,154,359,141,309,3,8,27,52,6,151
"2034-03-16 02:37:03",237,135,307,144,312,5,2,16,10,3,152
"2034-03-03 14:09:26",561,181,365,181,394,6,14,3,29,3,186
"2034-05-04 10:58:07",731,130,284,147,339,5,10,4,58,5,286
"2034-06-16 13:21:46",1208,139,301,127,307,6,13,16,13,6,39
"2034-06-01 19:16:59",620,137,320,125,319,5,19,1,12,6,70
"2034-06-27 21:56:16",1090,159,340,143,410,3,21,27,72,6,238
"2034-06-22 19:18:56",1484,169,372,149,317,5,19,22,59,6,143
"2034-06-25 21:55:04",645,157,313,180,354,1,21,25,47,6,262
"2034-06-22 22:49:55",981,75,325,25,385,5,22,22,78,6,286
"2034-06-19 10:49:23",295,77,275,72,293,2,10,19,19,6,232
"2034-02-17 19:37:49",229,177,348,183,356,6,19,17,10,2,157
"2034-05-15 02:45:35",807,156,308,125,319,2,2,15,33,5,147
"2034-01-17 09:21:53",143,146,330,149,337,3,9,17,8,1,201
"2034-04-05 18:04:56",226,144,323,147,318,4,18,5,6,4,96
"2034-01-25 10:33:40",439,152,326,148,336,4,10,25,11,1,90
"2034-07-05 10:18:55",395,159,348,160,342,4,10,5,6,7,55
"2034-04-11 10:18:34",436,160,334,172,341,3,10,11,14,4,116
"2034-03-07 01:04:43",1207,-29,458,160,339,3,1,7,223,3,665
"2034-07-06 23:01:21",865,148,324,158,366,5,23,6,43,7,179
"2034-03-21 23:17:41",1042,141,315,164,362,3,23,21,52,3,180
"2034-06-05 12:24:42",886,131,288,145,325,2,12,5,40,6,163
"2034-02-16 23:37:32",1165,-29,459,86,326,5,23,16,176,2,544
"2034-06-20 16:46:38",478,161,340,168,336,3,16,20,8,6,60
"2034-03-16 19:52:25",541,147,303,157,325,5,19,16,24,3,160
"2034-03-05 02:21:08",897,167,331,113,415,1,2,5,100,3,401
"2034-05-05 13:28:25",447,161,333,154,324,6,13,5,11,5,89
"2034-03-29 16:10:57",1636,148,324,114,446,4,16,29,127,3,279
"2034-04-22 12:28:00",998,173,344,151,359,7,12,22,27,4,97
"2034-02-03 08:43:12",365,155,352,155,342,6,8,3,10,2,99
"2034-02-25 08:50:23",1033,152,334,132,294,7,8,25,45,2,157
"2034-05-28 02:21:03",587,144,310,162,334,1,2,28,30,5,184
"2034-02-05 02:01:32",1672,142,316,202,444,1,2,5,141,2,304
"2034-05-16 20:43:29",487,143,328,145,307,3,20,16,21,5,155
"2034-03-19 00:21:47",322,131,319,115,320,1,0,19,16,3,179
"2034-06-20 18:00:37",193,181,357,191,372,3,18,20,18,6,336
"2034-02-06 23:29:51",295,132,356,147,372,2,23,6,22,2,268
"2034-06-08 07:35:56",947,127,290,156,340,5,7,8,58,6,220
"2034-04-23 18:28:34",902,122,441,67,502,1,18,23,82,4,327
"2034-02-12 16:03:24",308,146,333,159,327,1,16,12,14,2,164
"2034-06-19 10:58:31",1567,126,314,173,355,2,10,19,62,6,142
"2034-01-18 17:16:17",288,151,353,148,347,4,17,18,7,1,88
"2034-01-29 13:00:41",577,179,349,157,357,1,13,29,23,1,144
"2034-06-18 18:15:28",767,146,338,159,341,1,18,18,13,6,61
"2034-03-23 11:56:53",216,150,319,159,310,5,11,23,13,3,217
"2034-05-06 18:00:05",668,157,323,152,305,7,18,6,19,5,102
"2034-03-09 18:09:06",927,157,351,153,324,5,18,9,27,3,105
"2034-07-02 15:27:57",2504,141,341,80,294,1,15,2,77,7,111
"2034-04-08 14:43:12",199,140,312,143,317,7,14,8,6,4,109
"2034-06-30 21:21:28",147,152,350,157,360,6,21,30,11,6,269
"2034-05-11 20:10:09",138,144,333,149,338,5,20,11,7,5,183
"2034-06-01 21:02:31",309,158,339,166,340,5,21,1,8,6,93
"2034-03-21 13:14:50",764,157,311,171,350,3,13,21,41,3,193
"2034-03-03 12:57:07",249,163,363,166,375,6,12,3,12,3,173
"2034-04-12 06:14:33",144,149,340,141,336,4,6,12,9,4,225
"2034-02-20 15:23:03",175,185,372,176,356,2,15,20,18,2,370
"2034-05-11 07:53:00",1137,157,350,132,288,5,7,11,67,5,212
"2034-04-25 09:04:07",1315,157,368,132,288,3,9,25,84,4,230
"2034-05-24 22:04:13",1556,146,302,117,382,4,22,24,85,5,197
"2034-06-23 20:23:58",303,191,371,182,356,6,20,23,17,6,202
"2034-07-04 18:25:04",290,166,370,161,367,3,18,4,6,7,74
"2034-02-18 06:55:27",925,203,394,160,324,7,6,18,82,2,319
"2034-02-17 00:46:25",758,156,309,125,309,6,0,17,31,2,147
"2034-02-13 01:17:17",626,150,306,143,333,2,1,13,28,2,161
"2034-02-01 21:42:22",875,154,325,180,350,4,21,1,36,2,148
"2034-02-08 07:49:15",1735,134,324,168,371,4,7,8,58,2,120
"2034-01-21 21:56:57",903,135,327,163,330,7,21,21,28,1,112
"2034-06-15 22:05:27",851,160,310,146,331,5,22,15,25,6,106
"2034-05-18 11:37:17",926,150,364,115,385,5,11,18,41,5,159
"2034-05-13 08:52:25",386,150,338,154,329,7,8,13,10,5,93
"2034-05-25 13:09:00",456,148,320,150,335,5,13,25,15,5,118
"2034-04-26 20:57:00",243,144,330,147,337,4,20,26,8,4,119
"2034-04-19 03:17:33",240,124,294,124,319,4,3,19,25,4,375
"2034-02-08 12:24:44",1134,159,333,141,301,4,12,8,37,2,117
"2034-07-13 21:00:07",240,167,371,164,358,5,21,13,13,7,195
"2034-03-08 16:28:29",1079,145,325,162,336,4,16,8,20,3,67
"2034-05-20 19:12:34",2293,184,363,133,310,7,19,20,74,5,116
"2034-03-13 12:16:09",493,160,334,146,322,2,12,13,18,3,131
"2034-04-11 01:19:16",569,156,322,136,292,3,1,11,36,4,228
"2034-05-31 16:26:46",1687,145,332,114,337,4,16,31,31,5,66
"2034-02-11 18:30:13",367,154,353,154,371,7,18,11,18,2,177
"2034-05-30 20:43:25",2355,166,334,79,326,3,20,30,87,5,133
"2034-05-07 18:32:36",192,198,382,201,385,1,18,7,4,5,75
"2034-04-30 01:09:26",976,164,343,150,304,1,1,30,41,4,151
"2034-02-03 01:50:59",113,169,343,174,345,6,1,3,5,2,159
"2034-06-25 05:22:26",33,133,368,132,368,1,5,25,1,6,109
"2034-06-09 07:29:35",314,142,324,149,336,6,7,9,14,6,161
"2034-04-11 22:31:31",633,144,333,111,299,3,22,11,47,4,267
"2034-04-19 15:17:22",272,154,325,144,321,4,15,19,11,4,146
"2034-06-26 21:22:55",461,154,328,148,338,2,21,26,12,6,94
"2034-05-17 09:11:49",1187,153,365,151,308,4,9,17,57,5,173
"2034-04-14 08:27:45",377,177,356,160,336,6,8,14,26,4,248
"2034-05-04 21:49:04",668,151,367,142,316,5,21,4,52,5,280
"2034-07-14 12:55:40",382,138,316,131,302,6,12,14,16,7,151
"2034-03-09 23:31:02",418,139,308,147,325,5,23,9,19,3,164
"2034-02-22 10:21:48",346,166,374,163,363,4,10,22,11,2,114
"2034-05-07 13:03:34",559,160,335,153,325,1,13,7,12,5,77
"2034-02-01 07:41:21",1177,159,353,120,290,4,7,1,74,2,226
"2034-07-09 16:55:02",329,148,341,149,350,1,16,9,9,7,98
"2034-03-02 19:46:36",174,158,355,160,360,5,19,2,5,3,103
"2034-01-29 02:44:03",159,163,340,159,328,1,2,29,13,1,294
"2034-04-30 18:19:34",306,166,370,158,366,1,18,30,9,4,106
"2034-05-07 21:31:38",1336,147,344,-33,455,1,21,7,211,5,569
"2034-04-11 11:40:32",946,161,334,141,320,3,11,11,24,4,91
"2034-01-26 15:38:55",115,147,331,149,337,5,15,26,6,1,188
"2034-07-10 14:25:27",132,131,306,133,307,2,14,10,2,7,55
"2034-05-24 10:00:14",1666,-34,467,58,650,4,10,24,205,5,443
"2034-01-30 00:00:44",589,212,411,197,416,2,0,30,16,1,98
"2034-03-25 08:55:52",640,154,369,145,340,7,8,25,30,3,169
"2034-02-18 08:52:17",845,141,338,164,384,7,8,18,51,2,217
"2034-02-10 18:07:46",437,151,343,142,330,6,18,10,16,2,132
"2034-04-29 18:16:46",286,139,303,142,322,7,18,29,19,4,239
"2034-05-10 05:50:11",1057,177,364,121,441,4,5,10,95,5,324
"2034-05-05 07:44:13",1225,118,383,147,325,6,7,5,65,5,191
"2034-01-25 10:20:14",738,129,300,123,292,4,10,25,10,1,49
"2034-05-31 22:39:11",510,154,325,146,349,4,22,31,25,5,176
"2034-05-03 15:27:41",895,158,339,162,364,4,15,3,25,5,101
"2034-06-03 00:11:38",462,141,319,158,334,7,0,3,23,6,179
"2034-05-07 22:52:18",886,128,314,160,315,1,22,7,32,5,130
"2034-02-18 21:54:09",1550,185,361,113,350,7,21,18,73,2,170
"2034-01-17 22:54:13",841,-36,468,58,437,3,22,17,99,1,424
"2034-04-27 19:34:00",246,155,377,165,387,5,19,27,14,4,205
"2034-05-11 09:59:50",675,150,340,151,360,5,9,11,20,5,107
"2034-05-23 23:30:17",455,121,379,153,358,3,23,23,38,5,301
"2034-02-25 01:20:14",568,121,443,116,367,7,1,25,76,2,482
"2034-01-14 17:45:13",617,164,361,161,326,7,17,14,35,1,204
"2034-03-25 01:34:38",907,129,320,85,355,7,1,25,56,3,222
"2034-06-09 14:36:56",1129,155,324,129,308,6,14,9,31,6,99
"2034-06-09 00:39:47",976,170,323,149,353,6,0,9,37,6,136
"2034-04-05 12:25:03",777,151,318,147,336,4,12,5,18,4,83
"2034-04-30 08:09:29",879,170,391,194,461,1,8,30,74,4,303
"2034-01-15 17:12:38",771,170,369,152,353,1,17,15,24,1,112
"2034-06-04 21:00:32",975,131,319,151,327,1,21,4,22,6,81
"2034-05-31 14:12:28",830,171,344,154,339,4,14,31,18,5,78
"2034-03-22 09:13:47",1954,121,443,187,369,4,9,22,99,3,182
"2034-02-17 09:17:49",292,144,311,153,317,6,9,17,11,2,136
"2034-05-20 13:34:48",183,133,325,123,325,7,13,20,10,5,197
"2034-02-02 01:11:29",950,164,330,59,362,5,1,2,110,2,417
"2034-04-06 18:53:01",752,157,325,161,341,5,18,6,16,4,77
"2034-02-26 19:03:28",1071,110,344,66,320,1,19,26,50,2,168
"2034-02-17 13:22:17",458,124,289,125,304,6,13,17,15,2,118
"2034-04-13 17:43:09",756,195,397,187,366,5,17,13,32,4,152
"2034-01-31 11:56:16",213,137,313,132,303,3,11,31,11,1,186
"2034-03-25 14:47:33",423,171,344,157,348,7,14,25,15,3,128
"2034-04-29 10:56:57",1472,150,364,156,336,7,10,29,29,4,71
"2034-02-18 02:35:30",995,143,309,192,375,7,2,18,82,2,297
"2034-04-04 12:41:31",249,150,335,156,346,3,12,4,13,4,188
"2034-03-11 12:42:43",41,134,319,133,317,7,12,11,2,3,176
"2034-05-25 10:43:29",1449,155,351,148,316,5,10,25,36,5,89
"2034-06-13 17:12:25",744,129,309,80,341,3,17,13,59,6,285
"2034-03-30 11:05:44",1032,162,333,144,333,5,11,30,18,3,63
"2034-05-14 09:30:38",435,133,292,156,314,1,9,14,32,5,265
"2034-06-26 03:43:29",793,128,316,157,322,2,3,26,30,6,136
"2034-05-27 23:39:53",891,155,344,128,328,7,23,27,31,5,125
"2034-02-21 18:51:25",400,177,338,167,322,3,18,21,19,2,171
"2034-04-10 16:49:13",670,149,340,177,357,2,16,10,33,4,177
"2034-06-01 21:02:24",359,161,332,160,340,5,21,1,8,6,80
"2034-02-28 07:56:00",268,143,336,156,323,3,7,28,18,2,242
"2034-05-12 17:13:33",276,152,341,139,339,6,17,12,13,5,170
"2034-07-08 20:25:49",680,144,338,131,315,7,20,8,26,7,138
"2034-05-15 18:43:45",2117,-29,458,131,371,2,18,15,182,5,309
"2034-07-14 23:11:47",238,163,336,174,343,6,23,14,13,7,197
"2034-02-26 07:06:35",328,165,333,150,337,1,7,26,16,2,176
"2034-02-01 19:11:29",173,150,350,144,336,4,19,1,15,2,312
"2034-03-05 15:31:03",616,134,300,145,318,1,15,5,21,3,123
"2034-03-18 11:03:35",3034,155,331,187,133,7,11,18,201,3,238
"2034-06-20 06:05:37",362,148,346,153,311,3,6,20,35,6,348
"2034-06-14 23:54:24",252,153,347,165,376,4,23,14,31,6,443
"2034-01-19 17:54:03",354,143,319,139,306,5,17,19,14,1,142
"2034-07-08 20:00:13",1296,163,343,147,304,7,20,8,42,7,117
"2034-05-28 15:19:30",4112,-29,457,150,327,1,15,28,221,5,193
"2034-03-02 12:06:44",877,179,341,155,349,5,12,2,25,3,103
"2034-05-24 04:47:08",1514,169,327,-36,463,4,4,24,246,5,585
"2034-02-22 18:24:56",662,134,287,148,338,4,18,22,53,2,288
"2034-05-21 12:22:01",795,167,341,151,320,1,12,21,26,5,118
"2034-05-18 16:38:34",367,172,349,177,363,5,16,18,15,5,147
"2034-07-01 08:37:07",523,152,327,152,339,7,8,1,12,7,83
"2034-04-24 12:47:54",716,136,316,154,325,2,12,24,20,4,101
"2034-04-09 21:57:46",451,150,334,162,338,1,21,9,13,4,104
"2034-06-23 18:34:30",3180,133,324,-32,465,6,18,23,217,6,246
"2034-07-07 20:18:54",495,163,329,149,306,6,20,7,27,7,196
"2034-03-24 18:40:41",951,177,338,154,306,6,18,24,39,3,148
"2034-04-14 09:25:15",722,146,355,162,369,6,9,14,21,4,105
"2034-04-14 11:54:25",602,139,329,134,307,6,11,14,23,4,138
"2034-01-21 21:25:50",544,179,349,179,360,7,21,21,11,1,73
"2034-02-07 23:46:16",381,133,294,146,314,3,23,7,24,2,227
"2034-04-29 17:18:25",2498,132,303,168,387,7,17,29,91,4,131
"2034-06-29 01:02:38",357,128,315,143,332,5,1,29,23,6,232
"2034-03-27 20:03:23",186,181,353,181,365,2,20,27,12,3,232
"2034-05-06 07:14:05",190,140,310,136,307,7,7,6,5,5,95
"2034-05-27 10:05:06",374,139,317,135,327,7,10,27,11,5,106
"2034-04-30 01:41:00",352,167,337,162,314,1,1,30,24,4,245
"2034-05-08 06:07:35",1326,-31,456,157,335,2,6,8,224,5,608
"2034-01-30 12:15:32",194,179,354,187,368,2,12,30,16,1,297
"2034-01-27 14:05:51",940,161,366,159,334,6,14,27,32,1,123
"2034-05-10 19:24:49",147,160,373,151,370,4,19,10,9,5,220
"2034-06-08 21:37:11",849,132,303,83,327,5,21,8,55,6,233
"2034-02-25 19:54:12",502,147,319,140,337,7,19,25,19,2,136
"2034-06-16 09:12:33",542,130,316,139,301,6,9,16,17,6,113
"2034-02-04 16:57:20",715,163,335,158,312,7,16,4,24,2,121
"2034-01-15 12:16:04",446,154,326,165,340,1,12,15,18,1,145
"2034-03-24 12:01:47",437,158,378,158,363,6,12,24,15,3,124
"2034-03-30 23:37:42",350,63,311,73,330,5,23,30,21,3,216
"2034-07-07 23:21:42",1196,153,351,100,305,6,23,7,70,7,211
"2034-02-20 18:38:33",327,158,361,162,341,2,18,20,20,2,220
"2034-04-03 16:07:48",671,146,323,154,351,2,16,3,29,4,156
"2034-05-15 08:18:05",336,154,369,169,384,2,8,15,21,5,225
"2034-03-21 08:51:21",625,178,387,177,357,3,8,21,30,3,173
"2034-06-12 01:28:23",1593,163,330,96,422,2,1,12,114,6,258
"2034-07-07 06:19:47",895,176,428,227,450,6,6,7,56,7,225
"2034-05-26 19:09:03",301,164,369,157,359,6,19,26,12,5,144
"2034-03-16 20:55:26",301,144,318,162,314,5,20,16,18,3,215
"2034-04-21 20:53:08",558,132,312,107,330,6,20,21,31,4,200
"2034-04-14 03:18:49",916,159,331,109,406,6,3,14,90,4,354
"2034-06-28 19:24:58",1534,114,448,173,349,4,19,28,115,6,270
"2034-05-28 03:45:28",445,139,308,157,333,1,3,28,31,5,251
"2034-03-17 23:02:19",838,158,332,138,388,6,23,17,59,3,253
"2034-02-01 18:42:36",584,156,321,164,338,4,18,1,19,2,117
"2034-07-14 11:59:11",1074,140,337,126,296,6,11,14,43,7,144
"2034-04-30 16:34:08",183,143,332,147,340,1,16,30,9,4,177
"2034-02-21 18:21:39",945,133,307,148,325,3,18,21,23,2,88
"2034-06-13 02:44:29",624,170,391,177,359,3,2,13,33,6,190
"2034-06-09 15:29:57",1089,138,316,129,302,6,15,9,17,6,56
"2034-06-21 21:07:45",865,161,338,184,359,4,21,21,31,6,129
"2034-02-08 09:35:58",956,138,296,136,307,4,9,8,11,2,41
"2034-05-02 09:28:53",518,142,314,155,335,3,9,2,25,5,174
