pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,month_,speed
"2034-06-13 14:31:45",385,155,341,169,342,3,14,13,14,6,131
"2034-06-01 02:46:50",129,136,411,145,406,5,2,1,10,6,279
"2034-06-30 18:59:55",470,143,329,134,314,6,18,30,17,6,130
"2034-05-02 07:19:22",349,137,307,151,325,3,7,2,23,5,237
"2034-03-18 11:47:32",1821,148,327,-35,461,7,11,18,227,3,449
"2034-04-22 19:03:35",1474,177,348,222,420,7,19,22,85,4,208
"2034-07-09 12:23:17",88,154,363,159,362,1,12,9,5,7,205
"2034-01-17 15:52:43",905,166,374,127,322,3,15,17,65,1,259
"2034-04-03 13:08:46",379,170,350,166,367,2,13,3,17,4,161
"2034-03-19 11:29:47",961,140,324,114,446,1,11,19,125,3,468
"2034-06-17 21:48:48",1173,141,321,100,355,7,21,17,53,6,163
"2034-04-17 00:26:56",1033,146,333,67,292,2,0,17,89,4,310
"2034-06-02 20:32:18",1128,151,332,128,315,6,20,2,29,6,93
"2034-03-14 19:19:22",573,134,326,150,329,3,19,14,16,3,101
"2034-05-08 13:36:26",551,141,318,157,324,2,13,8,17,5,111
"2034-06-11 12:55:45",1653,-32,456,126,315,1,12,11,212,6,462
"2034-06-13 22:40:32",369,151,338,129,315,3,22,13,32,6,312
"2034-03-11 22:06:55",784,127,322,146,303,7,22,11,27,3,124
"2034-02-02 19:29:20",247,87,325,95,307,5,19,2,20,2,291
"2034-06-14 21:23:01",1423,-35,463,138,385,4,21,14,190,6,481
"2034-04-08 09:38:33",719,168,322,152,346,7,9,8,29,4,145
"2034-01-28 18:04:13",2082,150,338,122,440,7,18,28,106,1,183
"2034-03-23 23:10:30",467,141,319,153,324,5,23,23,13,3,100
"2034-02-14 18:48:01",266,150,338,161,335,3,18,14,11,2,149
"2034-05-22 13:56:08",1081,132,331,60,436,2,13,22,127,5,423
"2034-02-23 21:26:07",522,132,312,144,328,5,21,23,20,2,138
"2034-05-07 17:10:15",237,156,335,158,347,1,17,7,12,5,182
"2034-04-10 13:55:03",201,142,394,131,395,2,13,10,11,4,197
"2034-01-27 16:49:23",453,178,359,163,371,6,16,27,19,1,151
"2034-03-25 13:10:25",977,154,370,151,336,7,13,25,34,3,125
"2034-04-23 02:21:52",500,186,362,162,327,1,2,23,42,4,302
"2034-04-21 22:43:30",466,145,307,130,284,6,22,21,27,4,209
"2034-01-26 12:24:20",473,150,343,159,329,5,12,26,17,1,129
"2034-05-13 09:13:41",481,147,317,156,322,7,9,13,10,5,75
"2034-02-17 08:55:15",382,169,328,160,338,6,8,17,13,2,123
"2034-04-30 19:06:16",1231,137,316,160,331,1,19,30,27,4,79
"2034-01-26 18:24:44",532,147,333,158,338,5,18,26,12,1,81
"2034-04-20 21:32:18",413,171,343,160,335,5,21,20,14,4,122
"2034-02-23 12:43:19",396,142,340,118,311,5,12,23,38,2,345
"2034-05-19 12:57:46",1550,131,285,139,335,6,12,19,51,5,118
"2034-02-11 09:22:00",2254,176,355,-37,468,7,9,11,241,2,385
"2034-06-05 14:36:22",2783,124,289,-35,461,2,14,5,234,6,303
"2034-02-14 11:32:01",18,163,246,162,246,3,11,14,1,2,200
"2034-05-22 14:06:30",592,164,338,154,325,2,14,22,16,5,97
"2034-06-30 21:51:17",424,134,310,126,286,6,21,30,25,6,212
"2034-02-15 23:17:29",117,158,353,152,343,4,23,15,12,2,369
"2034-03-27 09:54:27",302,145,313,161,345,2,9,27,36,3,429
"2034-06-04 23:21:14",1264,134,333,155,307,1,23,4,33,6,94
"2034-05-22 17:26:50",384,147,336,136,318,2,17,22,21,5,197
