pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-04-25 21:10:14",715,129,362,129,362,3,21,25,0,4
"2034-02-10 21:54:31",397,166,340,168,319,6,21,10,21,2
"2034-03-17 13:33:39",564,142,331,151,360,6,13,17,30,3
"2034-05-11 20:50:03",430,149,338,148,353,5,20,11,15,5
"2034-06-06 21:54:36",1191,137,325,180,357,3,21,6,54,6
"2034-03-11 11:03:13",361,151,318,159,310,7,11,11,11,3
"2034-02-11 14:45:57",1171,160,334,131,287,7,14,11,55,2
"2034-03-25 08:54:02",349,135,299,143,317,7,8,25,20,3
"2034-07-07 07:30:44",467,133,323,149,323,6,7,7,16,7
"2034-04-04 06:58:44",197,149,355,155,356,3,6,4,6,4
"2034-05-20 18:54:12",1262,147,316,100,303,7,18,20,49,5
"2034-06-19 09:24:32",339,146,323,144,297,2,9,19,26,6
"2034-03-29 00:02:38",618,150,353,147,407,4,0,29,54,3
"2034-03-24 18:10:07",267,167,368,176,361,6,18,24,11,3
"2034-03-20 01:25:00",299,155,353,153,369,2,1,20,16,3
"2034-01-31 16:09:32",2463,-35,457,132,310,3,16,31,222,1
"2034-02-13 16:23:06",138,171,337,175,347,2,16,13,11,2
"2034-02-21 05:34:16",173,159,329,159,339,3,5,21,10,2
"2034-01-20 23:00:28",404,137,315,121,283,6,23,20,36,1
"2034-02-03 23:13:02",1022,145,335,186,360,6,23,3,48,2
"2034-03-24 17:50:05",653,164,361,169,342,6,17,24,20,3
"2034-01-22 10:52:44",278,143,329,133,314,1,10,22,18,1
"2034-04-22 13:52:08",260,155,341,159,340,7,13,22,4,4
"2034-04-13 00:14:31",559,142,323,149,310,5,0,13,15,4
"2034-03-03 20:52:18",704,151,366,185,364,6,20,3,34,3
"2034-07-04 10:29:51",360,166,342,156,343,3,10,4,10,7
"2034-05-20 08:35:58",857,149,339,150,362,7,8,20,23,5
"2034-04-07 07:01:51",406,167,378,152,347,6,7,7,34,4
"2034-03-11 12:32:30",201,140,314,135,311,7,12,11,6,3
"2034-03-02 12:26:46",612,166,373,155,362,5,12,2,16,3
"2034-01-16 09:12:51",157,169,374,162,369,2,9,16,9,1
"2034-04-29 12:55:42",1017,132,371,184,358,7,12,29,54,4
"2034-04-16 22:39:30",226,159,352,169,342,1,22,16,14,4
"2034-05-23 22:45:33",329,195,406,204,431,3,22,23,27,5
"2034-02-24 18:28:30",684,145,301,126,287,6,18,24,24,2
"2034-05-08 19:35:34",569,87,307,77,278,2,19,8,31,5
"2034-02-04 11:38:13",514,145,303,134,304,7,11,4,11,2
"2034-05-29 06:36:47",844,184,383,158,332,2,6,29,57,5
"2034-06-27 10:18:19",515,144,312,147,330,3,10,27,18,6
"2034-05-06 00:54:45",345,159,338,144,334,7,0,6,16,5
"2034-03-03 19:27:16",495,136,313,126,315,6,19,3,10,3
"2034-06-07 20:45:30",1306,128,318,187,362,4,20,7,74,6
"2034-06-03 22:10:54",214,149,325,152,328,7,22,3,4,6
"2034-07-13 18:50:39",208,145,321,142,310,5,18,13,11,7
"2034-06-21 12:37:54",323,145,324,147,325,4,12,21,2,6
"2034-02-19 14:32:38",866,154,324,156,354,1,14,19,30,2
"2034-05-22 19:03:29",415,144,310,138,306,2,19,22,7,5
"2034-04-01 21:31:23",1547,123,440,147,321,7,21,1,121,4
"2034-04-12 18:57:59",128,183,367,181,372,4,18,12,5,4
"2034-04-04 13:56:27",397,147,336,137,315,3,13,4,23,4
"2034-06-30 14:50:27",1085,146,315,138,334,6,14,30,21,6
"2034-04-19 12:30:41",744,149,339,159,341,4,12,19,10,4
"2034-04-25 20:06:43",943,136,322,168,338,3,20,25,36,4
"2034-05-09 15:20:01",278,144,334,142,321,3,15,9,13,5
"2034-03-06 16:26:27",73,157,310,160,316,2,16,6,7,3
"2034-05-28 13:26:18",771,138,322,125,312,1,13,28,16,5
"2034-02-25 17:38:42",561,138,333,150,324,7,17,25,15,2
"2034-01-22 14:36:05",1264,153,304,180,356,1,14,22,59,1
"2034-07-05 17:49:05",80,160,316,162,323,4,17,5,7,7
"2034-04-24 17:50:10",371,150,364,162,357,2,17,24,14,4
"2034-04-29 01:05:01",250,163,377,152,355,7,1,29,25,4
"2034-04-20 05:55:31",148,151,312,155,321,5,5,20,10,4
"2034-05-14 18:53:41",548,153,330,148,348,1,18,14,19,5
"2034-05-02 14:48:20",697,152,365,149,340,3,14,2,25,5
"2034-05-10 20:58:28",1290,122,441,160,346,4,20,10,102,5
"2034-03-29 18:51:48",2207,114,447,168,328,4,18,29,131,3
"2034-02-11 21:54:08",1318,152,305,157,365,7,21,11,60,2
"2034-03-23 19:42:06",201,105,303,128,295,5,19,23,24,3
"2034-05-05 10:54:25",763,170,336,152,351,6,10,5,23,5
"2034-02-22 15:15:23",511,156,307,157,324,4,15,22,17,2
"2034-06-08 07:14:47",71,135,294,133,289,5,7,8,5,6
"2034-02-27 20:53:23",218,160,329,156,330,2,20,27,4,2
"2034-07-02 01:11:40",436,168,343,185,371,1,1,2,33,7
"2034-04-29 21:28:14",872,152,339,156,309,7,21,29,30,4
"2034-06-15 20:37:56",142,148,324,142,322,5,20,15,6,6
"2034-06-02 10:24:47",114,159,368,161,360,6,10,2,8,6
"2034-06-29 18:16:43",320,162,343,167,341,5,18,29,5,6
"2034-06-02 18:50:02",375,138,318,144,326,6,18,2,10,6
"2034-05-29 12:46:21",1483,166,320,92,304,2,12,29,76,5
"2034-02-02 11:33:11",111,162,334,163,339,5,11,2,5,2
"2034-04-28 17:28:36",286,154,324,139,309,6,17,28,21,4
"2034-02-11 11:23:20",483,131,318,143,312,7,11,11,13,2
"2034-05-16 17:17:46",274,142,335,131,323,3,17,16,16,5
"2034-03-03 11:11:24",744,179,350,164,375,6,11,3,29,3
"2034-04-05 08:26:10",732,155,331,160,362,4,8,5,31,4
"2034-06-28 14:31:37",106,155,324,152,315,4,14,28,9,6
"2034-06-04 23:28:57",705,168,338,224,422,1,23,4,101,6
"2034-05-27 17:12:32",2857,143,320,161,373,7,17,27,56,5
"2034-07-13 20:08:35",535,140,317,146,335,5,20,13,19,7
"2034-01-30 12:43:23",212,171,345,175,352,2,12,30,8,1
"2034-06-19 10:29:22",398,169,347,159,333,2,10,19,17,6
"2034-01-18 18:21:50",1491,160,329,201,432,4,18,18,111,1
"2034-05-21 09:50:23",130,163,364,157,368,1,9,21,7,5
"2034-02-13 17:23:59",856,118,382,149,343,2,17,13,50,2
"2034-06-03 20:55:28",1108,151,311,151,349,7,20,3,38,6
"2034-06-29 09:18:41",782,156,378,147,339,5,9,29,40,6
"2034-03-06 17:35:28",1816,147,317,68,325,2,17,6,79,3
"2034-05-08 03:50:47",279,129,320,142,335,2,3,8,20,5
"2034-05-11 19:05:13",570,157,323,162,340,5,19,11,18,5
"2034-07-02 00:29:27",593,145,307,136,321,1,0,2,17,7
"2034-02-17 08:44:28",445,156,354,154,341,6,8,17,13,2
"2034-04-01 00:25:06",431,145,324,144,339,7,0,1,15,4
"2034-05-23 08:59:21",954,169,340,147,317,3,8,23,32,5
"2034-03-13 16:29:23",400,146,351,158,360,2,16,13,15,3
"2034-05-16 18:36:00",388,149,305,138,300,3,18,16,12,5
"2034-03-25 13:10:31",811,133,298,165,316,7,13,25,37,3
"2034-06-21 14:10:49",273,159,363,167,381,4,14,21,20,6
"2034-03-22 10:06:01",990,151,337,129,305,4,10,22,39,3
"2034-06-18 20:58:24",280,150,345,156,345,1,20,18,6,6
"2034-02-27 22:21:48",438,155,334,158,319,2,22,27,15,2
"2034-04-27 10:10:02",1012,123,291,146,340,5,10,27,54,4
"2034-01-25 09:05:49",844,162,368,157,342,4,9,25,26,1
"2034-02-16 14:10:26",683,151,364,168,375,5,14,16,20,2
"2034-06-15 02:54:00",454,134,299,159,341,5,2,15,49,6
"2034-04-13 21:08:22",1010,156,361,140,308,5,21,13,55,4
"2034-03-12 08:45:04",344,158,357,174,344,1,8,12,21,3
"2034-01-26 03:25:25",372,159,346,168,322,5,3,26,26,1
"2034-02-22 18:31:10",181,161,367,155,367,4,18,22,6,2
"2034-06-23 22:31:58",425,152,308,155,325,6,22,23,17,6
"2034-06-29 09:34:39",583,180,381,183,359,5,9,29,22,6
"2034-04-27 23:24:29",1268,131,319,131,284,5,23,27,35,4
"2034-05-04 22:49:01",350,142,340,154,364,5,22,4,27,5
"2034-04-01 02:21:19",417,130,311,100,343,7,2,1,44,4
"2034-04-14 09:13:32",964,181,355,154,348,6,9,14,28,4
"2034-04-20 07:01:28",1104,140,301,121,442,5,7,20,142,4
"2034-06-12 03:03:54",513,131,303,139,333,2,3,12,31,6
"2034-04-29 08:05:03",309,163,363,166,371,7,8,29,9,4
"2034-06-06 18:22:09",277,160,323,147,311,3,18,6,18,6
"2034-04-19 21:05:22",249,169,372,160,360,4,21,19,15,4
"2034-02-27 01:08:08",803,128,314,158,327,2,1,27,33,2
"2034-05-29 13:33:37",107,165,370,160,361,2,13,29,10,5
"2034-03-15 15:17:08",219,151,364,155,357,4,15,15,8,3
"2034-04-08 20:50:43",542,150,331,164,384,7,20,8,55,4
"2034-04-01 23:30:15",808,169,346,142,316,7,23,1,40,4
"2034-04-17 03:31:59",292,170,328,165,341,2,3,17,14,4
"2034-07-08 17:20:21",3890,-35,464,184,374,7,17,8,237,7
"2034-02-01 20:38:59",299,122,292,125,281,4,20,1,11,2
"2034-06-19 14:43:48",785,151,358,163,420,2,14,19,63,6
"2034-04-28 19:48:55",790,164,378,147,349,6,19,28,34,4
"2034-04-24 09:05:34",284,174,357,186,382,2,9,24,28,4
"2034-01-25 23:22:33",193,179,354,189,374,4,23,25,22,1
"2034-06-13 16:34:16",658,155,340,148,301,3,16,13,40,6
"2034-05-23 21:47:52",145,149,314,142,318,3,21,23,8,5
"2034-05-24 14:02:51",253,165,363,175,381,4,14,24,21,5
"2034-04-30 14:20:56",380,153,319,144,319,1,14,30,9,4
"2034-02-20 20:42:12",1037,113,448,148,324,2,20,20,129,2
"2034-06-18 18:58:11",73,170,333,170,337,1,18,18,4,6
"2034-02-06 15:29:16",395,187,384,178,365,2,15,6,21,2
"2034-04-14 05:07:55",659,194,403,149,337,6,5,14,80,4
"2034-04-20 17:48:23",2085,114,448,177,352,5,17,20,115,4
"2034-05-23 17:16:07",200,194,403,189,394,3,17,23,10,5
"2034-05-20 18:23:45",187,156,367,151,366,7,18,20,5,5
"2034-06-15 09:33:24",854,162,319,155,337,5,9,15,19,6
"2034-06-19 15:15:28",552,147,336,153,324,2,15,19,13,6
"2034-03-07 04:44:56",213,127,312,139,336,3,4,7,27,3
"2034-06-04 02:14:58",1047,160,335,134,315,1,2,4,33,6
"2034-07-05 07:42:11",549,164,362,163,334,4,7,5,28,7
"2034-04-29 19:04:01",801,126,315,112,348,7,19,29,36,4
"2034-02-25 12:51:38",349,183,358,170,349,7,12,25,16,2
"2034-07-03 17:15:05",597,161,324,152,351,2,17,3,28,7
"2034-04-03 20:05:54",382,148,340,158,339,2,20,3,10,4
"2034-06-28 18:58:58",811,131,304,129,286,4,18,28,18,6
"2034-05-09 08:05:53",3258,-29,458,153,348,3,8,9,213,5
"2034-05-06 12:15:30",3454,-30,464,163,358,7,12,6,220,5
"2034-01-20 21:03:59",169,148,337,141,332,6,21,20,9,1
"2034-04-23 13:27:22",1112,150,338,159,335,1,13,23,9,4
"2034-07-10 22:08:22",314,147,340,157,333,2,22,10,12,7
"2034-07-14 23:55:01",595,126,313,149,309,6,23,14,23,7
"2034-04-01 22:49:00",357,151,304,144,307,7,22,1,8,4
"2034-04-20 09:57:04",471,139,301,147,317,5,9,20,18,4
"2034-06-19 15:04:03",2024,-35,463,77,313,2,15,19,187,6
"2034-05-07 02:13:03",864,149,330,146,306,1,2,7,24,5
"2034-07-03 15:42:31",214,154,318,158,327,2,15,3,10,7
"2034-04-20 21:16:26",1101,157,331,160,372,5,21,20,41,4
"2034-04-05 06:14:00",1263,63,442,123,314,4,6,5,141,4
"2034-06-18 15:44:11",3081,152,361,188,134,1,15,18,230,6
"2034-06-12 13:31:07",707,154,325,126,294,2,13,12,42,6
"2034-03-14 05:09:00",114,109,396,121,377,3,5,14,22,3
"2034-06-23 09:21:36",147,129,324,124,323,6,9,23,5,6
"2034-01-23 21:45:27",567,156,362,133,353,2,21,23,25,1
"2034-06-26 01:42:19",281,164,366,173,377,2,1,26,14,6
"2034-06-04 23:30:22",166,135,393,135,380,1,23,4,13,6
"2034-01-14 16:38:00",740,127,317,153,323,7,16,14,27,1
"2034-02-13 14:12:43",1499,131,287,150,331,2,14,13,48,2
"2034-05-10 07:19:21",642,175,400,184,385,4,7,10,17,5
"2034-03-07 20:28:28",106,168,378,164,370,3,20,7,9,3
"2034-04-04 03:06:46",168,135,359,130,363,3,3,4,6,4
"2034-03-24 23:53:14",605,131,320,156,342,6,23,24,33,3
"2034-06-22 22:20:45",668,151,307,129,286,5,22,22,30,6
"2034-01-15 21:51:09",695,136,319,160,358,1,21,15,46,1
"2034-03-04 18:03:05",1243,146,315,182,354,7,18,4,53,3
"2034-02-22 11:20:46",181,135,307,135,302,4,11,22,5,2
"2034-03-07 23:52:44",795,154,328,164,384,3,23,7,57,3
"2034-03-12 07:42:07",921,100,299,121,442,1,7,12,145,3
"2034-05-20 22:46:51",366,164,368,162,354,7,22,20,14,5
"2034-02-02 09:33:36",751,137,330,154,351,5,9,2,27,2
"2034-04-01 21:37:45",809,132,321,150,331,7,21,1,21,4
"2034-02-02 05:00:19",1409,-36,468,141,306,5,5,2,240,2
"2034-03-09 17:22:29",243,157,355,156,351,5,17,9,4,3
"2034-03-24 14:44:35",821,178,345,148,329,6,14,24,34,3
"2034-04-09 12:33:52",365,140,318,148,302,1,12,9,18,4
"2034-02-07 08:48:58",653,134,332,144,327,3,8,7,11,2
"2034-02-25 21:14:39",564,148,346,132,317,7,21,25,33,2
"2034-07-11 11:48:32",376,173,348,162,356,3,11,11,14,7
"2034-05-13 18:19:08",744,167,343,166,363,7,18,13,20,5
"2034-02-04 00:28:39",1204,155,332,141,403,7,0,4,72,2
"2034-06-09 23:20:22",671,127,315,144,307,6,23,9,19,6
"2034-06-10 20:19:47",267,164,336,168,327,7,20,10,10,6
"2034-04-16 12:26:07",231,156,363,154,351,1,12,16,12,4
"2034-04-18 08:38:09",1116,165,338,151,332,3,8,18,15,4
"2034-06-05 02:00:55",610,150,328,161,375,2,2,5,48,6
"2034-05-19 20:31:53",330,183,368,170,349,6,20,19,23,5
"2034-02-25 17:23:48",901,146,327,149,363,7,17,25,36,2
"2034-06-03 08:57:38",519,149,307,145,321,7,8,3,15,6
"2034-06-13 13:51:47",328,153,352,165,377,3,13,13,28,6
"2034-06-07 14:56:59",621,157,352,167,364,4,14,7,16,6
"2034-04-11 09:29:52",626,154,325,151,336,3,9,11,11,4
"2034-04-18 05:32:04",1431,163,376,-35,455,3,5,18,213,4
"2034-05-26 16:14:33",3944,159,338,-35,455,6,16,26,227,5
"2034-04-16 04:12:15",465,128,317,102,345,1,4,16,38,4
"2034-03-31 21:12:28",620,135,289,128,315,6,21,31,27,3
"2034-05-26 00:45:00",588,162,333,158,350,6,0,26,17,5
"2034-05-15 00:52:52",522,164,325,191,373,2,0,15,55,5
"2034-04-07 23:05:32",830,139,321,156,368,6,23,7,50,4
"2034-01-24 18:13:44",470,140,304,150,322,3,18,24,21,1
"2034-07-05 23:21:57",861,125,287,141,332,4,23,5,48,7
"2034-05-04 19:54:27",1113,147,328,152,306,5,19,4,23,5
"2034-01-30 13:05:47",270,125,302,120,296,2,13,30,8,1
"2034-03-19 07:45:37",478,129,325,150,363,1,7,19,43,3
"2034-01-19 08:19:07",989,180,362,164,359,5,8,19,16,1
"2034-06-09 19:40:31",171,159,328,161,332,6,19,9,4,6
"2034-03-06 18:37:24",1087,157,323,152,369,2,18,6,46,3
"2034-05-23 14:46:45",2156,160,344,126,429,3,14,23,92,5
"2034-04-26 21:45:53",441,131,319,149,355,4,21,26,40,4
"2034-03-05 10:44:18",1306,146,334,168,319,1,10,5,27,3
"2034-06-24 07:08:42",461,180,356,158,336,7,7,24,30,6
"2034-06-20 17:48:32",856,174,337,144,327,3,17,20,32,6
"2034-02-08 05:37:31",503,131,332,156,335,4,5,8,25,2
"2034-05-12 22:04:05",1857,122,441,225,794,6,22,12,368,5
"2034-05-11 19:07:33",215,146,349,151,360,5,19,11,12,5
"2034-03-09 20:28:40",1318,132,297,182,360,5,20,9,80,3
"2034-02-15 02:32:09",419,150,310,146,335,4,2,15,25,2
"2034-05-15 00:02:38",445,157,324,140,331,2,0,15,18,5
"2034-04-11 11:02:20",578,164,362,164,340,3,11,11,22,4
"2034-07-03 08:41:47",186,159,334,156,324,2,8,3,10,7
"2034-05-12 22:22:23",327,133,306,126,325,6,22,12,20,5
"2034-05-17 21:30:46",243,176,347,183,367,4,21,17,21,5
"2034-04-08 18:22:12",531,144,318,142,330,7,18,8,12,4
"2034-02-25 14:39:35",2199,125,291,164,370,7,14,25,88,2
"2034-03-02 13:14:58",908,178,344,173,376,5,13,2,32,3
"2034-07-02 11:29:34",394,136,294,139,305,1,11,2,11,7
"2034-06-28 20:55:00",601,153,310,149,333,4,20,28,23,6
"2034-03-24 19:40:32",483,154,308,150,331,6,19,24,23,3
"2034-04-19 20:30:07",258,122,288,125,292,4,20,19,5,4
"2034-02-28 12:13:20",197,154,370,160,363,3,12,28,9,2
"2034-03-27 16:02:26",875,166,335,138,320,2,16,27,32,3
"2034-05-16 17:55:26",488,159,375,181,366,3,17,16,24,5
"2034-04-29 11:58:41",689,145,320,134,322,7,11,29,11,4
"2034-03-20 16:56:32",448,143,316,135,301,2,16,20,17,3
"2034-05-02 16:55:03",156,171,344,163,333,3,16,2,14,5
"2034-04-21 21:23:01",707,131,285,155,321,6,21,21,43,4
"2034-02-15 23:19:17",535,139,318,167,323,4,23,15,28,2
"2034-02-09 16:36:51",1090,99,299,141,330,5,16,9,52,2
"2034-05-04 22:30:24",655,163,341,156,369,5,22,4,29,5
"2034-02-12 00:28:26",334,175,346,182,361,1,0,12,17,2
"2034-02-27 02:59:40",175,146,327,154,325,2,2,27,8,2
"2034-05-04 19:08:56",453,150,345,156,354,5,19,4,11,5
"2034-03-26 11:50:55",183,170,385,177,398,1,11,26,15,3
"2034-03-20 10:02:59",649,151,344,128,285,2,10,20,63,3
"2034-07-02 03:34:34",839,163,375,136,390,1,3,2,31,7
"2034-02-19 17:04:55",360,134,325,145,347,1,17,19,25,2
"2034-04-23 18:36:12",443,163,331,161,342,1,18,23,11,4
"2034-02-25 09:11:05",237,152,335,145,337,7,9,25,7,2
"2034-02-03 13:02:03",751,146,328,154,337,6,13,3,12,2
"2034-05-25 21:00:51",512,162,368,152,347,5,21,25,23,5
"2034-02-25 15:51:10",644,165,326,148,342,7,15,25,23,2
"2034-03-15 19:40:40",277,183,354,177,343,4,19,15,13,3
"2034-06-07 13:12:57",446,178,352,167,343,4,13,7,14,6
"2034-04-28 18:06:22",278,162,357,166,372,6,18,28,16,4
"2034-04-06 07:56:14",632,165,375,155,349,5,7,6,28,4
"2034-01-14 04:15:13",631,131,392,123,423,7,4,14,32,1
"2034-03-21 13:57:26",987,125,293,152,344,3,13,21,58,3
"2034-04-18 09:48:43",188,142,316,141,302,3,9,18,14,4
"2034-04-02 00:47:44",487,147,340,122,322,1,0,2,31,4
"2034-01-18 06:17:09",190,157,364,152,352,4,6,18,13,1
"2034-04-29 14:35:46",823,174,329,153,327,7,14,29,21,4
"2034-05-01 02:16:31",639,141,338,129,307,2,2,1,33,5
"2034-03-29 20:40:00",880,145,346,140,301,4,20,29,45,3
"2034-04-19 18:21:56",2357,-13,466,154,335,4,18,19,212,4
"2034-04-02 13:21:46",551,147,306,133,320,1,13,2,20,4
"2034-06-07 13:12:16",885,114,447,3,464,4,13,7,112,6
"2034-05-04 06:41:33",187,158,367,152,353,5,6,4,15,5
"2034-05-22 02:00:51",517,122,305,110,349,2,2,22,46,5
"2034-02-06 13:37:10",506,156,342,145,322,2,13,6,23,2
"2034-01-26 11:57:35",191,147,304,149,315,5,11,26,11,1
"2034-03-16 21:23:16",429,163,359,174,345,5,21,16,18,3
"2034-03-12 02:07:41",1117,153,323,196,405,1,2,12,93,3
"2034-04-09 09:33:41",808,156,374,152,338,1,9,9,36,4
"2034-06-16 09:41:40",722,161,330,155,340,6,9,16,12,6
"2034-06-16 21:53:51",1195,144,324,178,340,6,21,16,38,6
"2034-03-30 08:33:44",2395,175,339,123,283,5,8,30,76,3
"2034-06-06 08:53:07",865,121,443,32,469,3,8,6,93,6
"2034-06-22 19:42:35",193,153,364,159,366,5,19,22,6,6
"2034-06-26 12:00:35",1100,121,443,157,344,2,12,26,105,6
"2034-05-24 14:35:45",1680,155,336,127,298,4,14,24,47,5
"2034-02-17 17:47:47",570,142,320,156,322,6,17,17,14,2
"2034-05-25 15:05:04",698,129,320,141,297,5,15,25,26,5
"2034-03-17 21:06:08",2157,-36,468,168,343,6,21,17,239,3
"2034-01-14 14:05:02",712,92,344,102,301,7,14,14,44,1
"2034-05-09 09:32:28",1518,167,371,145,320,3,9,9,56,5
"2034-05-10 00:30:55",1184,99,294,151,321,4,0,10,59,5
"2034-02-17 06:44:48",399,155,366,155,349,6,6,17,17,2
"2034-05-31 20:03:49",656,152,346,153,372,4,20,31,26,5
"2034-04-18 23:02:30",44,180,389,181,385,3,23,18,4,4
"2034-03-21 14:53:25",678,152,350,164,375,3,14,21,28,3
"2034-05-19 06:46:44",299,148,350,139,334,6,6,19,18,5
"2034-05-06 21:55:31",379,136,329,149,337,7,21,6,15,5
"2034-02-11 17:51:53",155,164,378,158,372,7,17,11,8,2
"2034-04-04 14:29:33",271,163,371,153,368,3,14,4,10,4
"2034-05-13 18:28:51",2590,154,325,157,335,7,18,13,10,5
"2034-06-08 01:46:53",365,158,312,146,338,5,1,8,29,6
"2034-01-19 11:21:42",835,125,313,155,308,5,11,19,30,1
"2034-05-23 18:49:17",551,154,350,135,327,3,18,23,30,5
"2034-04-13 14:43:12",1177,149,344,179,349,5,14,13,30,4
"2034-04-18 05:42:04",631,144,331,132,287,3,5,18,46,4
"2034-03-11 04:01:10",48,124,316,124,315,7,4,11,1,3
"2034-01-16 17:47:49",370,154,369,139,338,2,17,16,34,1
"2034-06-30 18:03:29",340,138,318,125,323,6,18,30,14,6
"2034-03-03 12:33:54",622,181,351,163,335,6,12,3,24,3
"2034-06-11 22:22:34",220,116,349,122,352,1,22,11,7,6
"2034-06-19 02:34:26",1498,136,318,135,317,2,2,19,1,6
"2034-03-06 02:25:10",206,194,376,190,370,2,2,6,7,3
"2034-03-24 16:41:42",447,160,337,170,327,6,16,24,14,3
"2034-05-05 10:34:02",911,152,364,136,292,6,10,5,74,5
"2034-05-24 19:58:07",519,156,346,157,370,4,19,24,24,5
"2034-02-19 23:47:11",1226,155,352,83,360,1,23,19,72,2
"2034-02-17 08:49:05",246,139,304,138,313,6,8,17,9,2
"2034-01-14 19:36:32",833,163,330,149,329,7,19,14,14,1
"2034-03-30 10:19:22",1259,154,346,190,377,5,10,30,48,3
"2034-05-25 18:17:31",438,183,365,196,381,5,18,25,21,5
"2034-05-09 19:18:59",228,149,340,140,326,3,19,9,17,5
"2034-04-30 00:21:52",228,163,322,159,314,1,0,30,9,4
"2034-06-06 19:56:42",299,134,309,140,326,3,19,6,18,6
"2034-04-25 07:57:56",446,140,326,148,343,3,7,25,19,4
"2034-03-29 20:38:14",168,163,361,158,354,4,20,29,9,3
"2034-07-01 13:07:53",662,166,341,183,353,7,13,1,21,7
"2034-05-19 21:56:56",962,163,368,143,333,6,21,19,40,5
"2034-02-26 01:21:46",446,148,319,151,307,1,1,26,12,2
"2034-03-06 08:07:45",153,138,302,149,322,2,8,6,23,3
"2034-03-30 08:23:07",303,185,358,179,348,5,8,30,12,3
"2034-02-19 22:37:33",151,144,319,150,320,1,22,19,6,2
"2034-04-20 10:14:50",1804,137,302,165,340,5,10,20,47,4
"2034-01-16 01:27:53",167,157,323,162,322,2,1,16,5,1
"2034-06-23 03:57:08",143,159,330,155,326,6,3,23,6,6
"2034-07-11 12:51:48",360,152,345,150,363,3,12,11,18,7
"2034-06-12 23:40:22",710,113,301,150,357,2,23,12,67,6
"2034-05-15 02:12:00",715,164,337,163,336,2,2,15,1,5
"2034-04-08 00:43:00",1268,145,307,83,388,7,0,8,102,4
"2034-06-11 16:35:20",552,156,322,148,327,1,16,11,9,6
"2034-02-01 17:08:43",913,151,338,166,324,4,17,1,21,2
