pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,month_,speed
"2034-05-21 23:01:56",409,162,339,150,348,1,23,21,15,5,132
"2034-03-07 15:14:56",512,127,290,141,300,3,15,7,17,3,120
"2034-07-06 13:31:30",527,154,350,145,337,5,13,6,16,7,109
"2034-03-05 18:54:44",899,149,348,163,330,1,18,5,23,3,92
"2034-06-05 09:37:41",513,178,351,162,314,2,9,5,40,6,281
"2034-02-11 18:05:04",913,157,332,134,320,7,18,11,26,2,103
"2034-05-01 15:16:11",265,166,341,159,334,2,15,1,10,5,136
"2034-02-24 17:21:09",323,160,341,155,349,6,17,24,9,2,100
"2034-04-16 02:03:25",571,144,318,129,324,1,2,16,16,4,101
"2034-05-22 00:43:53",807,216,415,210,457,2,0,22,42,5,187
"2034-07-02 00:39:57",2804,157,331,70,347,1,0,2,88,7,113
"2034-02-27 03:34:58",290,151,307,159,314,2,3,27,11,2,137
"2034-03-26 03:51:56",636,126,312,150,339,1,3,26,36,3,204
"2034-03-06 19:27:16",1451,114,448,127,317,2,19,6,132,3,327
"2034-03-05 23:12:40",270,137,303,140,316,1,23,5,13,3,173
"2034-03-24 02:29:15",751,88,307,34,308,6,2,24,54,3,259
"2034-06-14 13:28:10",888,133,318,163,380,4,13,14,69,6,280
"2034-03-27 12:13:43",1660,-36,468,200,459,2,12,27,236,3,512
"2034-03-18 19:23:18",890,154,337,143,304,7,19,18,35,3,142
"2034-03-04 19:36:13",1060,155,334,153,322,7,19,4,12,3,41
"2034-05-02 07:30:24",344,150,357,162,364,3,7,2,14,5,147
"2034-04-29 10:27:21",1851,131,303,157,349,7,10,29,53,4,103
"2034-01-30 11:57:37",947,152,329,171,326,2,11,30,19,1,72
"2034-05-26 21:01:45",1120,143,327,74,440,6,21,26,132,5,424
"2034-05-21 17:51:41",513,146,334,145,334,1,17,21,1,5,7
"2034-03-17 12:18:25",633,169,327,157,342,6,12,17,19,3,108
"2034-06-28 06:10:03",445,146,338,171,377,4,6,28,46,6,372
"2034-04-29 01:57:42",265,198,384,219,414,7,1,29,37,4,503
"2034-03-09 01:31:47",769,151,347,127,282,5,1,9,69,3,323
"2034-02-26 11:09:16",604,105,298,127,284,1,11,26,26,2,155
"2034-07-05 17:29:49",382,156,377,162,368,4,17,5,11,7,104
"2034-03-15 16:38:22",400,155,338,154,324,4,16,15,14,3,126
"2034-06-17 06:08:57",147,159,328,161,339,7,6,17,11,6,269
"2034-05-16 10:18:08",2711,-35,465,159,325,3,10,16,239,5,317
"2034-03-08 08:29:59",2849,122,441,159,334,4,8,8,113,3,143
"2034-04-11 15:56:05",192,137,316,128,324,3,15,11,12,4,225
"2034-05-29 08:22:27",239,137,301,154,331,2,8,29,34,5,512
"2034-06-04 19:49:37",1112,114,448,121,346,1,19,4,102,6,330
"2034-02-23 14:32:23",301,174,344,175,358,5,14,23,14,2,167
"2034-05-12 14:16:02",371,181,363,168,345,6,14,12,22,5,213
"2034-02-12 02:18:03",169,185,362,180,352,1,2,12,11,2,234
"2034-04-27 19:02:07",846,147,324,131,303,5,19,27,26,4,111
"2034-01-18 11:57:09",1041,157,323,159,355,4,11,18,32,1,111
"2034-05-10 23:28:51",256,149,322,150,337,4,23,10,15,5,211
"2034-02-13 14:00:07",402,151,324,165,316,2,14,13,16,2,143
"2034-06-05 16:14:23",903,133,287,145,326,2,16,5,41,6,163
"2034-06-24 23:33:59",883,146,304,161,332,7,23,24,32,6,130
"2034-02-10 12:45:57",400,153,351,161,357,6,12,10,10,2,90
"2034-05-02 00:14:17",767,121,443,84,360,3,0,2,91,5,427
"2034-04-29 19:28:19",410,180,351,194,374,7,19,29,27,4,237
"2034-07-08 16:56:12",278,164,361,159,369,7,16,8,9,7,117
"2034-07-01 13:30:42",497,147,324,154,307,7,13,1,18,7,130
"2034-07-10 11:27:57",326,161,331,165,320,2,11,10,12,7,133
"2034-05-07 23:01:16",194,153,316,156,322,1,23,7,7,5,130
"2034-06-23 21:55:04",696,170,342,180,367,6,21,23,27,6,140
"2034-03-31 08:39:50",1450,164,373,152,342,6,8,31,33,3,82
"2034-03-30 12:26:54",679,159,312,130,310,5,12,30,29,3,154
"2034-02-14 22:02:48",765,157,345,128,320,3,22,14,38,2,179
"2034-06-15 21:24:54",458,161,331,149,329,5,21,15,12,6,94
"2034-05-20 11:08:56",265,184,363,176,354,7,11,20,12,5,163
"2034-02-02 20:53:33",333,156,343,152,361,5,20,2,18,2,195
"2034-03-23 18:13:28",383,142,330,153,326,5,18,23,12,3,113
"2034-06-30 19:39:38",516,154,347,161,361,6,19,30,16,6,112
"2034-03-15 19:25:31",431,128,318,128,307,4,19,15,11,3,92
"2034-03-09 10:41:00",428,192,371,173,344,5,10,9,33,3,278
"2034-02-18 17:26:46",696,161,342,186,383,7,17,18,48,2,248
"2034-04-07 19:50:16",688,136,316,154,350,6,19,7,38,4,199
"2034-06-22 23:37:41",76,156,367,160,363,5,23,22,6,6,284
"2034-02-04 15:40:43",1424,155,349,121,442,7,15,4,99,2,250
"2034-04-20 15:12:11",236,155,330,149,330,5,15,20,6,4,92
"2034-07-13 13:37:36",719,141,321,151,307,5,13,13,17,7,85
"2034-05-19 01:22:45",1130,126,311,51,232,6,1,19,109,5,347
"2034-06-21 21:28:29",400,164,330,150,324,4,21,21,15,6,135
"2034-06-01 15:41:39",3232,114,447,82,306,5,15,1,145,6,162
"2034-04-01 16:16:53",358,165,360,160,346,7,16,1,15,4,151
"2034-06-23 12:25:49",353,138,322,129,309,6,12,23,16,6,163
"2034-03-30 06:51:11",206,188,385,196,391,5,6,30,10,3,175
"2034-04-22 11:02:03",1443,153,331,120,442,7,11,22,116,4,289
"2034-02-17 06:45:21",540,178,359,154,339,6,6,17,31,2,207
"2034-02-04 01:18:33",524,142,306,126,311,7,1,4,17,2,117
"2034-06-17 11:48:13",161,147,310,146,302,7,11,17,8,6,179
"2034-01-19 10:30:28",37,163,315,162,314,5,10,19,1,1,97
"2034-07-04 15:56:31",676,151,342,157,335,3,15,4,9,7,48
"2034-02-17 14:07:27",824,151,343,160,341,6,14,17,9,2,39
"2034-05-13 10:20:54",383,146,334,152,342,7,10,13,10,5,94
"2034-01-20 20:20:09",208,156,337,159,328,6,20,20,9,1,156
"2034-04-28 20:51:38",1403,145,329,83,319,6,20,28,63,4,162
"2034-01-23 09:22:37",291,151,367,155,353,2,9,23,15,1,186
"2034-02-18 17:35:15",515,155,349,159,336,7,17,18,14,2,98
"2034-05-22 18:09:57",252,155,340,149,334,2,18,22,8,5,114
"2034-05-21 13:28:32",580,96,304,92,320,1,13,21,16,5,99
"2034-02-26 21:48:14",1482,168,341,134,316,1,21,26,42,2,102
"2034-06-19 19:34:46",599,155,343,185,392,2,19,19,57,6,343
"2034-06-30 10:20:09",653,124,309,135,311,6,10,30,11,6,61
"2034-01-20 11:40:18",535,159,351,161,338,6,11,20,13,1,87
"2034-06-04 17:31:43",1119,171,343,218,425,1,17,4,95,6,306
"2034-06-03 23:49:18",607,78,360,78,327,7,23,3,33,6,196
"2034-05-19 08:01:55",1060,126,306,153,341,6,8,19,44,5,149
"2034-06-18 00:41:21",532,136,312,149,303,1,0,18,16,6,108
"2034-05-03 16:05:30",127,168,377,168,383,4,16,3,6,5,170
"2034-06-15 12:07:04",1066,180,348,161,332,5,12,15,25,6,84
"2034-05-17 14:08:02",1391,158,331,115,446,4,14,17,123,5,318
"2034-05-18 21:05:20",413,155,332,171,343,5,21,18,19,5,166
"2034-04-11 22:55:36",384,152,305,137,313,3,22,11,17,4,159
"2034-04-21 09:01:56",165,157,324,163,317,6,9,21,9,4,196
"2034-03-30 21:45:27",1361,154,330,136,398,5,21,30,70,3,185
"2034-02-08 04:10:00",1368,158,337,65,441,4,4,8,140,2,368
"2034-04-06 11:16:06",761,161,336,146,326,5,11,6,18,4,85
"2034-03-30 04:27:48",152,124,314,131,321,5,4,30,10,3,237
"2034-04-02 12:33:36",1915,173,344,46,489,1,12,2,193,4,363
"2034-06-10 19:30:09",1196,145,342,153,330,7,19,10,14,6,42
"2034-03-20 19:41:58",606,153,329,153,357,2,19,20,28,3,166
"2034-04-02 12:06:03",214,158,347,156,333,1,12,2,14,4,236
"2034-02-02 18:51:33",249,136,319,144,326,5,18,2,11,2,159
"2034-02-02 15:59:45",274,156,340,162,329,5,15,2,13,2,171
"2034-03-14 11:28:14",207,149,335,151,340,3,11,14,5,3,87
"2034-07-08 23:12:12",654,137,320,168,321,7,23,8,31,7,171
"2034-04-08 13:33:02",925,160,323,154,322,7,13,8,6,4,23
"2034-03-17 08:39:48",342,161,373,151,364,6,8,17,13,3,137
"2034-03-02 23:37:58",532,145,324,166,342,5,23,2,28,3,189
"2034-03-12 00:42:32",1242,93,307,49,314,1,0,12,45,3,130
"2034-06-23 22:46:32",1264,148,332,160,366,6,22,23,36,6,103
"2034-05-05 00:27:38",668,154,306,145,334,6,0,5,29,5,156
"2034-04-21 15:31:57",476,180,361,192,374,6,15,21,18,4,136
"2034-02-01 23:43:50",245,128,299,139,307,4,23,1,14,2,206
"2034-01-20 21:49:32",270,165,362,181,352,6,21,20,19,1,253
"2034-05-11 09:07:04",171,178,365,167,365,5,9,11,11,5,232
"2034-06-03 12:59:32",536,168,325,149,322,7,12,3,19,6,128
"2034-02-08 07:37:45",549,155,364,168,371,4,7,8,15,2,98
"2034-06-23 19:52:21",435,149,342,148,353,6,19,23,11,6,91
"2034-07-10 03:27:26",1914,83,293,181,380,2,3,10,131,7,246
"2034-03-11 07:13:55",96,151,342,154,346,7,7,11,5,3,188
"2034-03-10 21:58:14",416,138,304,123,320,6,21,10,22,3,190
"2034-04-23 21:02:28",308,187,365,170,374,1,21,23,19,4,222
"2034-07-14 09:44:18",955,151,332,165,327,6,9,14,15,7,57
"2034-02-26 20:21:16",1992,158,362,-15,296,1,20,26,185,2,334
"2034-05-01 04:13:28",385,162,338,146,339,2,4,1,16,5,150
"2034-04-27 07:08:39",544,155,324,152,335,5,7,27,11,4,73
"2034-04-29 22:34:11",1301,162,374,100,303,7,22,29,94,4,260
"2034-03-26 22:05:05",1479,-34,456,147,333,1,22,26,219,3,533
"2034-07-05 23:07:52",398,153,317,141,307,4,23,5,16,7,145
"2034-07-13 08:38:35",1401,134,299,155,334,5,8,13,41,7,105
"2034-06-11 18:13:11",930,181,355,171,477,1,18,11,122,6,472
"2034-05-23 15:23:13",350,157,352,164,367,3,15,23,17,5,175
"2034-05-26 12:45:39",959,185,363,154,363,6,12,26,31,5,116
"2034-03-02 09:15:24",1966,158,346,127,292,5,9,2,62,3,114
"2034-05-17 16:41:19",581,135,287,142,314,4,16,17,28,5,173
"2034-07-10 23:12:05",174,155,356,163,364,2,23,10,11,7,228
"2034-06-20 19:34:11",82,114,447,114,445,3,19,20,2,6,88
"2034-05-10 20:01:31",1833,163,342,130,412,4,20,10,77,5,151
"2034-02-06 17:38:27",259,152,350,159,365,2,17,6,17,2,236
"2034-04-12 21:45:09",371,135,309,148,306,4,21,12,13,4,126
"2034-06-23 07:42:12",200,158,312,150,317,6,7,23,9,6,162
"2034-06-02 19:49:08",645,166,321,165,321,6,19,2,1,6,6
"2034-06-20 14:35:52",154,158,353,157,352,3,14,20,1,6,23
"2034-04-28 20:45:27",2054,-35,456,83,306,6,20,28,191,4,335
"2034-05-31 17:06:02",242,145,332,139,320,4,17,31,13,5,193
"2034-07-06 13:22:11",3247,122,441,156,333,5,13,6,113,7,125
"2034-01-27 08:20:50",2813,121,443,158,340,6,8,27,109,1,139
"2034-05-18 14:42:03",351,161,325,160,311,5,14,18,14,5,144
"2034-07-10 15:02:29",1179,149,347,148,336,2,15,10,11,7,34
"2034-02-08 13:23:07",1453,142,330,121,441,4,13,8,113,2,280
"2034-03-30 19:41:25",374,154,342,163,360,5,19,30,20,3,193
"2034-07-14 22:16:28",344,141,339,146,355,6,22,14,17,7,178
"2034-07-09 20:42:18",368,151,367,155,356,1,20,9,12,7,117
"2034-01-26 15:47:51",723,182,356,163,368,5,15,26,22,1,110
"2034-07-03 02:03:09",296,170,325,161,341,2,2,3,18,7,219
"2034-06-15 02:56:06",450,151,318,132,316,5,2,15,19,6,152
"2034-03-11 09:55:37",931,155,315,135,324,7,9,11,22,3,85
"2034-03-29 09:08:58",686,158,331,147,339,4,9,29,14,3,73
"2034-03-12 05:33:38",221,126,314,106,330,1,5,12,26,3,424
"2034-01-24 08:04:25",277,140,325,149,336,3,8,24,14,1,182
"2034-04-29 19:58:52",710,139,309,151,326,7,19,29,21,4,106
"2034-04-05 21:36:01",1312,158,325,196,400,4,21,5,84,4,230
"2034-04-13 21:05:54",200,161,325,157,325,5,21,13,4,4,72
"2034-06-19 02:29:23",256,150,310,137,320,2,2,19,16,6,225
"2034-03-05 22:22:45",596,145,342,147,325,1,22,5,17,3,103
"2034-06-20 23:03:49",603,150,330,152,344,3,23,20,14,6,84
"2034-05-24 13:16:20",933,159,351,183,358,4,13,24,25,5,96
"2034-04-16 17:00:08",2373,132,307,166,341,1,17,16,48,4,73
"2034-05-18 14:23:41",699,125,286,143,300,5,14,18,23,5,118
"2034-04-19 09:09:47",785,151,312,162,320,4,9,19,14,4,64
"2034-07-09 11:01:51",1169,152,328,169,341,1,11,9,21,7,65
"2034-02-03 16:18:11",2639,-35,468,146,328,6,16,3,229,2,312
"2034-03-13 20:44:01",473,129,377,111,413,2,20,13,40,3,304
"2034-05-29 10:51:19",269,154,324,160,310,2,10,29,15,5,201
"2034-04-13 20:16:52",944,131,292,131,326,5,20,13,34,4,130
"2034-04-22 13:30:06",2736,-35,464,157,333,7,13,22,232,4,305
"2034-04-01 17:36:04",583,134,329,144,322,7,17,1,12,4,74
"2034-04-16 20:21:24",816,166,374,139,321,1,20,16,59,4,260
"2034-04-29 06:44:12",336,140,330,148,337,7,6,29,11,4,118
"2034-06-21 22:38:10",331,170,373,157,366,4,22,21,15,6,163
"2034-03-22 10:09:54",1277,156,322,170,374,4,10,22,54,3,152
"2034-02-11 03:21:26",352,153,348,150,327,7,3,11,21,2,215
"2034-06-06 02:00:21",184,150,310,147,321,3,2,6,11,6,215
"2034-03-13 17:01:29",472,133,318,149,321,2,17,13,16,3,122
"2034-02-15 05:54:32",151,164,336,163,343,4,5,15,7,2,167
"2034-07-06 14:25:06",363,145,341,135,322,5,14,6,21,7,208
"2034-07-01 13:20:51",954,157,343,137,315,7,13,1,34,7,128
"2034-04-02 14:47:25",1051,152,327,160,372,1,14,2,46,4,158
"2034-07-10 01:18:58",3,163,377,162,376,2,1,10,1,7,1200
"2034-01-14 02:01:21",212,146,349,152,356,7,2,14,9,1,153
"2034-03-29 15:34:59",738,159,322,158,345,4,15,29,23,3,112
"2034-06-11 14:26:37",1536,163,332,120,440,1,14,11,116,6,272
"2034-05-07 21:56:23",302,183,361,174,345,1,21,7,18,5,215
"2034-06-21 07:50:42",171,167,329,160,335,4,7,21,9,6,189
"2034-03-30 08:07:29",491,155,325,139,334,5,8,30,18,3,132
"2034-06-15 18:24:25",640,135,309,137,296,5,18,15,13,6,73
"2034-05-16 15:43:41",202,159,359,155,353,3,15,16,7,5,125
"2034-01-28 11:24:13",258,166,340,172,347,7,11,28,9,1,126
"2034-05-30 11:55:58",583,137,317,148,335,3,11,30,21,5,130
"2034-01-25 08:12:49",408,167,370,176,362,4,8,25,12,1,106
"2034-03-15 19:44:08",164,152,305,148,309,4,19,15,6,3,132
"2034-02-03 03:19:06",775,162,334,198,398,6,3,3,73,2,339
"2034-05-21 07:34:44",438,141,327,158,319,1,7,21,19,5,156
"2034-04-04 08:20:05",551,157,353,155,330,3,8,4,23,4,150
"2034-02-03 15:21:26",270,157,345,152,338,6,15,3,9,2,120
"2034-02-04 16:43:07",2700,-29,457,139,321,7,16,4,216,2,288
"2034-04-17 05:01:38",253,139,310,143,333,2,5,17,23,4,327
"2034-02-13 20:31:49",149,101,302,100,312,2,20,13,10,2,242
"2034-06-09 12:59:03",707,162,340,153,324,6,12,9,18,6,92
"2034-06-07 09:25:54",973,148,319,151,338,4,9,7,19,6,70
"2034-04-16 09:12:37",1096,159,327,187,390,1,9,16,69,4,227
"2034-06-06 09:13:20",1203,156,361,158,326,3,9,6,35,6,105
"2034-03-18 02:15:24",229,163,327,150,326,7,2,18,13,3,204
"2034-02-01 14:36:55",243,148,352,148,339,4,14,1,13,2,193
"2034-06-13 02:41:04",932,141,321,107,338,3,2,13,38,6,147
"2034-04-08 02:12:05",979,141,325,151,357,7,2,8,34,4,125
"2034-04-25 10:49:41",1130,154,344,168,326,3,10,25,23,4,73
"2034-04-09 23:13:05",1319,162,362,104,416,1,23,9,79,4,216
"2034-02-04 08:41:25",2217,148,340,-36,461,7,8,4,220,2,357
"2034-01-21 23:03:29",256,157,343,148,328,7,23,21,17,1,239
"2034-07-08 19:33:12",567,165,360,169,341,7,19,8,19,7,121
"2034-06-26 15:48:45",194,153,352,161,368,2,15,26,18,6,334
"2034-04-22 13:21:02",660,154,337,151,348,7,13,22,11,4,60
"2034-03-07 08:40:16",764,144,338,152,321,3,8,7,19,3,90
"2034-04-21 11:16:21",665,146,346,153,365,6,11,21,20,4,108
"2034-06-07 05:44:24",187,166,330,162,322,4,5,7,9,6,173
"2034-04-29 05:45:14",1176,144,333,-34,455,7,5,29,216,4,661
"2034-01-30 19:44:19",778,131,288,163,335,2,19,30,57,1,264
"2034-01-17 19:23:34",458,175,346,162,371,3,19,17,28,1,220
"2034-03-24 13:08:15",289,166,370,160,357,6,13,24,14,3,174
"2034-03-06 17:25:48",210,155,306,162,311,2,17,6,9,3,154
"2034-02-20 22:08:31",421,157,324,172,348,2,22,20,28,2,239
"2034-04-12 22:50:53",347,156,322,144,331,4,22,12,15,4,156
"2034-05-22 16:26:59",470,166,335,162,327,2,16,22,9,5,69
"2034-02-19 10:36:57",787,155,360,133,306,1,10,19,58,2,265
"2034-03-23 08:11:48",444,209,406,194,378,5,8,23,32,3,259
"2034-02-24 13:21:28",984,144,299,122,304,6,13,24,23,2,84
"2034-06-15 15:47:51",327,163,363,168,375,5,15,15,13,6,143
"2034-07-08 16:16:09",4850,166,378,-36,462,7,16,8,219,7,163
"2034-06-17 17:36:59",162,150,351,148,339,7,17,17,12,6,267
"2034-03-18 19:58:55",383,158,326,171,332,7,19,18,14,3,132
"2034-02-13 18:07:23",698,149,321,165,340,2,18,13,25,2,129
"2034-07-14 02:28:57",1020,141,325,84,320,6,2,14,57,7,201
"2034-02-22 12:03:30",593,155,340,140,327,4,12,22,20,2,121
"2034-06-01 12:15:52",1095,145,326,157,353,5,12,1,30,6,99
"2034-04-30 18:17:34",272,194,397,183,395,1,18,30,11,4,146
"2034-04-07 01:22:20",111,150,351,148,344,6,1,7,7,4,227
"2034-07-09 01:59:18",186,156,308,157,319,1,1,9,11,7,213
"2034-04-30 16:52:53",290,145,321,144,328,1,16,30,7,4,87
"2034-07-13 10:01:10",264,147,332,150,340,5,10,13,9,7,123
"2034-06-08 22:01:30",975,130,309,156,335,5,22,8,37,6,137
"2034-07-13 08:40:08",970,163,346,151,342,5,8,13,13,7,48
"2034-05-31 00:34:39",2062,158,312,39,294,4,0,31,120,5,210
"2034-06-03 20:39:14",294,166,370,156,351,7,20,3,21,6,257
"2034-03-09 09:59:53",1194,147,352,137,312,5,9,9,41,3,124
"2034-05-12 22:43:45",812,151,347,148,313,6,22,12,34,5,151
"2034-06-18 13:42:11",2682,175,345,146,327,1,13,18,34,6,46
"2034-04-24 17:39:21",588,131,310,121,289,2,17,24,23,4,141
"2034-06-28 09:52:16",633,146,304,153,307,4,9,28,8,6,45
"2034-03-22 08:26:54",252,156,354,162,362,4,8,22,10,3,143
"2034-03-29 23:17:59",1302,139,335,82,298,4,23,29,68,3,188
"2034-01-24 08:29:21",1105,153,356,111,448,3,8,24,101,1,329
"2034-03-04 14:27:09",778,133,299,146,322,7,14,4,26,3,120
"2034-01-27 11:34:22",513,148,358,150,338,6,11,27,20,1,140
"2034-01-18 09:22:24",296,166,373,167,373,4,9,18,1,1,12
"2034-05-18 01:02:13",184,164,373,157,365,5,1,18,11,5,215
"2034-06-25 03:59:19",239,134,314,123,310,1,3,25,12,6,181
"2034-04-28 14:03:44",1871,137,316,167,331,6,14,28,34,4,65
"2034-04-27 09:17:40",394,154,324,144,326,5,9,27,10,4,91
"2034-04-04 00:27:05",740,-30,457,83,429,3,0,4,116,4,564
