pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-05-14 03:01:29",1046,103,339,144,406,1,3,14,79,5
"2034-04-15 23:40:07",457,135,317,145,334,7,23,15,20,4
"2034-02-13 01:35:07",330,168,369,174,397,2,1,13,29,2
"2034-05-23 20:01:48",1011,142,307,135,354,3,20,23,48,5
"2034-06-01 17:36:22",428,162,365,163,357,5,17,1,8,6
"2034-02-15 13:54:17",396,151,352,151,366,4,13,15,14,2
"2034-02-08 08:29:13",784,187,368,176,356,4,8,8,16,2
"2034-01-14 12:35:13",343,149,349,141,322,7,12,14,28,1
"2034-07-03 16:37:07",398,163,378,161,353,2,16,3,25,7
"2034-03-11 16:18:35",436,152,354,156,343,7,16,11,12,3
"2034-04-13 06:59:25",599,164,377,143,338,5,6,13,44,4
"2034-05-24 13:00:42",362,141,339,152,360,4,13,24,24,5
"2034-02-26 19:26:32",647,134,314,143,321,1,19,26,11,2
"2034-01-22 18:30:02",2,126,314,125,314,1,18,22,1,1
"2034-02-08 17:42:58",596,148,347,150,344,4,17,8,4,2
"2034-01-23 14:22:59",651,166,320,156,339,2,14,23,21,1
"2034-01-25 09:05:23",538,130,293,133,309,4,9,25,16,1
"2034-04-28 21:50:15",262,148,337,139,334,6,21,28,9,4
"2034-05-31 23:36:12",401,125,318,137,329,4,23,31,16,5
"2034-02-16 18:51:09",712,153,307,151,323,5,18,16,16,2
"2034-04-22 15:35:43",482,153,361,158,375,7,15,22,15,4
"2034-06-10 20:15:44",592,122,290,130,318,7,20,10,29,6
"2034-06-07 19:47:40",946,159,359,134,309,4,19,7,56,6
"2034-03-23 14:18:13",841,152,365,151,365,5,14,23,1,3
"2034-05-11 14:58:44",366,147,303,135,307,5,14,11,13,5
