pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-07-09 12:17:20",612,160,329,173,357,1,12,9,31,7
"2034-01-19 09:07:53",383,146,321,148,305,5,9,19,16,1
"2034-03-04 22:57:30",458,155,345,151,326,7,22,4,19,3
"2034-02-15 17:23:56",828,142,300,146,338,4,17,15,38,2
"2034-02-22 15:06:28",858,137,303,124,289,4,15,22,19,2
"2034-02-10 17:54:15",115,161,339,158,333,6,17,10,7,2
"2034-03-01 21:47:56",167,126,320,134,321,4,21,1,8,3
"2034-03-13 14:08:47",235,149,322,155,322,2,14,13,6,3
"2034-05-06 13:40:01",383,160,380,148,346,7,13,6,36,5
"2034-05-15 09:41:37",746,161,326,166,363,2,9,15,37,5
"2034-04-27 09:53:58",705,169,337,158,345,5,9,27,14,4
"2034-02-02 14:12:19",1358,147,333,134,388,5,14,2,57,2
"2034-05-22 12:57:17",1526,122,441,151,322,2,12,22,122,5
"2034-06-23 13:05:31",1024,160,330,161,360,6,13,23,30,6
"2034-01-30 14:12:25",303,156,343,148,335,2,14,30,11,1
"2034-03-26 22:44:17",416,150,344,167,377,1,22,26,37,3
"2034-07-02 18:09:29",366,158,350,163,373,1,18,2,24,7
"2034-03-10 07:16:15",176,154,325,146,321,6,7,10,9,3
"2034-05-23 05:51:42",238,162,333,159,328,3,5,23,6,5
"2034-06-29 20:30:25",270,160,343,163,333,5,20,29,10,6
"2034-03-23 07:52:39",554,169,374,162,362,5,7,23,14,3
"2034-06-23 06:11:27",114,144,392,137,374,6,6,23,19,6
"2034-03-31 00:49:00",723,133,317,111,338,6,0,31,30,3
"2034-04-23 03:07:43",718,147,316,183,362,1,3,23,58,4
"2034-03-12 15:09:19",144,156,336,161,343,1,15,12,9,3
"2034-03-23 22:19:10",1055,132,307,82,330,5,22,23,55,3
"2034-06-29 06:52:34",589,131,284,133,324,5,6,29,40,6
"2034-03-07 20:08:21",364,147,336,130,314,3,20,7,28,3
"2034-05-20 06:26:38",337,152,315,158,345,7,6,20,31,5
"2034-02-12 12:33:03",196,164,365,157,365,1,12,12,7,2
"2034-03-08 12:25:17",1143,182,359,211,409,4,12,8,58,3
"2034-03-16 11:50:14",771,163,328,145,304,5,11,16,30,3
"2034-03-03 18:21:35",808,168,370,170,342,6,18,3,28,3
"2034-05-17 10:48:28",2669,148,326,175,348,4,10,17,35,5
"2034-01-29 17:01:08",1568,134,300,151,349,1,17,29,52,1
"2034-06-22 17:23:02",399,183,367,180,351,5,17,22,16,6
"2034-06-01 16:08:36",958,164,365,157,342,5,16,1,24,6
"2034-03-19 13:25:28",505,193,382,181,355,1,13,19,30,3
"2034-06-24 09:12:53",854,145,333,136,299,7,9,24,35,6
"2034-01-22 04:34:33",963,131,318,214,416,1,4,22,128,1
"2034-07-09 16:16:39",214,158,350,162,366,1,16,9,16,7
"2034-05-27 20:15:27",1071,142,306,173,350,7,20,27,54,5
"2034-02-25 00:36:24",407,123,291,129,307,7,0,25,17,2
"2034-04-18 12:27:26",269,173,348,178,351,3,12,18,6,4
"2034-03-04 09:26:22",763,162,340,156,331,7,9,4,11,3
"2034-04-12 16:56:53",818,160,336,161,331,4,16,12,5,4
"2034-07-07 20:15:49",201,155,343,154,350,6,20,7,7,7
"2034-06-24 22:52:16",738,161,342,154,325,7,22,24,18,6
"2034-05-29 11:29:15",278,146,314,149,330,2,11,29,16,5
"2034-01-18 13:42:49",243,160,354,167,369,4,13,18,17,1
"2034-06-20 22:26:37",402,181,365,172,386,3,22,20,23,6
"2034-03-24 23:53:20",308,139,323,132,312,6,23,24,13,3
"2034-05-08 10:49:48",461,136,315,146,334,2,10,8,21,5
"2034-06-24 11:24:07",462,155,355,164,373,7,11,24,20,6
"2034-02-10 23:58:55",418,163,343,150,338,6,23,10,14,2
"2034-02-19 09:33:08",358,135,327,120,284,1,9,19,46,2
"2034-02-03 14:01:07",997,134,299,94,294,6,14,3,40,2
"2034-07-05 09:59:51",766,149,355,154,343,4,9,5,13,7
"2034-05-07 12:24:46",419,154,375,173,355,1,12,7,28,5
"2034-06-23 19:52:22",462,142,314,131,304,6,19,23,15,6
"2034-06-19 11:41:39",460,161,330,163,339,2,11,19,9,6
"2034-01-18 12:55:10",1151,122,441,150,362,4,12,18,84,1
"2034-01-15 23:38:57",734,153,317,164,371,1,23,15,55,1
"2034-01-16 19:59:21",267,149,343,162,330,2,19,16,18,1
"2034-01-24 20:59:16",869,121,443,153,353,3,20,24,96,1
"2034-05-25 10:57:57",1083,173,328,159,346,5,10,25,23,5
"2034-05-31 11:26:32",590,142,340,153,364,4,11,31,26,5
"2034-06-22 20:40:24",242,148,331,149,343,5,20,22,12,6
"2034-03-30 12:32:43",252,169,346,175,359,5,12,30,14,3
"2034-07-01 22:35:36",717,160,371,162,340,7,22,1,31,7
"2034-03-17 08:03:47",1485,183,357,155,334,6,8,17,36,3
"2034-01-26 19:00:43",438,153,306,142,308,5,19,26,11,1
"2034-04-05 11:38:21",371,149,303,136,303,4,11,5,13,4
"2034-05-30 14:57:09",563,141,299,165,316,3,14,30,29,5
"2034-03-26 01:13:47",206,159,341,169,348,1,1,26,12,3
"2034-06-14 22:24:54",451,158,349,166,343,4,22,14,10,6
"2034-05-15 19:20:39",621,127,304,138,329,2,19,15,27,5
"2034-02-18 12:05:25",74,143,379,142,379,7,12,18,1,2
"2034-05-01 15:57:27",1972,125,282,166,364,2,15,1,92,5
"2034-03-30 00:05:59",2232,122,284,58,327,5,0,30,77,3
"2034-07-13 22:44:09",221,159,315,146,328,5,22,13,18,7
"2034-06-18 16:58:17",569,157,334,144,320,1,16,18,19,6
"2034-06-16 19:15:42",157,148,325,153,323,6,19,16,5,6
"2034-03-22 23:20:13",725,154,338,123,321,4,23,22,35,3
"2034-06-08 16:57:12",350,163,336,167,335,5,16,8,4,6
"2034-02-03 17:55:17",470,149,337,151,350,6,17,3,13,2
"2034-05-19 17:01:14",730,153,373,159,354,6,17,19,20,5
"2034-03-19 18:50:10",931,161,339,152,316,1,18,19,25,3
"2034-04-23 06:38:15",86,161,363,154,355,1,6,23,11,4
"2034-01-19 18:56:23",220,148,346,141,331,5,18,19,17,1
"2034-06-26 02:56:59",650,160,376,142,323,2,2,26,56,6
"2034-02-10 12:03:38",462,167,372,166,367,6,12,10,5,2
"2034-04-24 02:09:21",615,157,365,151,327,2,2,24,38,4
"2034-02-08 18:54:36",417,133,357,117,382,4,18,8,30,2
"2034-05-27 09:10:15",388,146,329,147,341,7,9,27,12,5
"2034-04-10 11:30:54",513,153,339,165,320,2,11,10,22,4
"2034-01-21 20:20:45",341,165,320,154,322,7,20,21,11,1
"2034-01-24 02:32:43",1026,204,396,102,426,3,2,24,106,1
"2034-02-14 08:57:44",853,163,372,167,342,3,8,14,30,2
"2034-02-22 15:53:06",348,151,367,139,339,4,15,22,30,2
"2034-03-07 14:54:13",819,132,289,161,334,3,14,7,54,3
"2034-05-20 22:35:23",468,165,325,148,334,7,22,20,19,5
"2034-06-10 10:57:23",1219,162,373,155,335,7,10,10,39,6
"2034-06-28 22:21:39",1000,160,335,192,374,4,22,28,50,6
"2034-02-20 17:30:14",216,145,321,147,308,2,17,20,13,2
"2034-04-14 23:14:21",1084,145,307,85,322,6,23,14,62,4
"2034-04-13 13:56:17",4609,-29,457,128,290,5,13,13,229,4
"2034-03-13 07:19:45",280,167,336,169,336,2,7,13,2,3
"2034-01-30 13:25:51",422,162,365,155,344,2,13,30,22,1
"2034-02-15 15:21:25",877,146,342,155,322,4,15,15,22,2
"2034-05-21 13:48:10",454,148,326,150,344,1,13,21,18,5
"2034-05-12 00:52:47",637,127,290,144,335,6,0,12,48,5
"2034-01-29 02:24:08",168,137,325,140,332,1,2,29,8,1
"2034-02-26 15:16:08",220,152,336,145,334,1,15,26,7,2
"2034-01-20 12:07:11",323,181,353,192,373,6,12,20,23,1
"2034-05-22 17:20:27",1404,167,364,151,312,2,17,22,54,5
"2034-05-11 12:44:19",254,174,345,178,359,5,12,11,15,5
"2034-05-14 11:17:53",221,161,344,165,334,1,11,14,11,5
"2034-06-17 22:32:40",507,153,351,148,328,7,22,17,24,6
"2034-04-10 13:51:57",560,136,302,159,309,2,13,10,24,4
"2034-03-02 16:49:29",1796,-35,468,146,327,5,16,2,229,3
"2034-07-06 14:11:00",274,147,311,143,320,5,14,6,10,7
"2034-04-19 08:24:47",703,209,434,219,417,4,8,19,20,4
"2034-03-10 10:39:21",847,115,448,113,389,6,10,10,59,3
"2034-05-04 20:45:10",486,153,305,140,315,5,20,4,16,5
"2034-03-14 06:46:45",360,144,325,160,310,3,6,14,22,3
"2034-06-19 13:32:44",629,153,336,154,359,2,13,19,23,6
"2034-04-27 09:28:02",1466,150,327,124,285,5,9,27,49,4
"2034-03-04 11:52:48",239,157,337,158,345,7,11,4,8,3
"2034-04-22 06:40:47",1349,129,330,126,429,7,6,22,99,4
"2034-01-25 20:57:38",634,103,301,130,319,4,20,25,32,1
"2034-06-12 12:24:16",994,129,303,154,325,2,12,12,33,6
"2034-03-11 20:31:53",122,161,364,154,365,7,20,11,7,3
"2034-07-02 02:49:07",607,153,329,127,283,1,2,2,53,7
"2034-01-31 20:47:59",416,151,338,152,311,3,20,31,27,1
"2034-02-05 03:51:35",347,155,352,166,341,1,3,5,16,2
"2034-07-08 13:49:34",444,132,321,145,336,7,13,8,20,7
"2034-06-01 08:14:06",575,166,328,154,344,5,8,1,20,6
"2034-06-19 08:55:04",350,162,358,155,377,2,8,19,20,6
"2034-06-10 11:03:54",425,179,366,163,367,7,11,10,16,6
"2034-07-13 21:31:07",1119,174,345,131,295,5,21,13,66,7
"2034-05-07 04:15:10",926,125,313,76,367,1,4,7,73,5
"2034-05-25 13:50:20",577,157,356,158,347,5,13,25,9,5
"2034-06-14 23:27:22",980,133,311,132,400,4,23,14,89,6
"2034-05-22 16:03:04",162,150,316,148,307,2,16,22,9,5
"2034-06-02 14:01:47",753,168,371,170,343,6,14,2,28,6
"2034-05-30 22:56:44",788,133,294,151,336,3,22,30,46,5
"2034-04-11 11:41:20",911,142,301,155,321,3,11,11,24,4
"2034-05-13 21:57:48",1264,145,342,63,526,7,21,13,201,5
"2034-02-04 06:51:03",541,146,308,159,335,7,6,4,30,2
"2034-03-11 00:13:44",1477,141,308,194,384,7,0,11,93,3
"2034-05-06 04:13:05",702,163,377,120,442,7,4,6,78,5
"2034-03-08 12:26:58",2105,-33,459,150,344,4,12,8,216,3
"2034-06-18 07:17:41",835,156,335,125,282,1,7,18,61,6
"2034-04-18 09:18:25",326,152,326,164,317,3,9,18,15,4
"2034-05-06 13:30:47",823,154,349,143,332,7,13,6,20,5
"2034-03-25 15:59:31",668,147,324,150,337,7,15,25,13,3
"2034-01-25 20:18:29",577,162,366,186,382,4,20,25,29,1
"2034-01-27 14:45:17",1114,113,448,157,331,6,14,27,125,1
"2034-04-28 10:34:18",882,156,378,157,352,6,10,28,26,4
"2034-05-12 13:58:23",1970,130,302,177,358,6,13,12,73,5
"2034-02-19 01:18:50",778,144,310,157,361,1,1,19,53,2
"2034-06-12 19:22:02",1061,139,313,163,326,2,19,12,27,6
"2034-01-24 14:59:51",1621,123,440,159,340,3,14,24,106,1
"2034-03-20 01:01:13",816,136,300,143,344,2,1,20,45,3
"2034-06-14 16:05:52",1909,147,332,111,448,4,16,14,121,6
"2034-05-07 15:30:31",694,155,352,162,328,1,15,7,25,5
"2034-03-10 22:59:07",742,170,343,205,400,6,22,10,67,3
"2034-06-16 22:05:18",993,159,329,137,312,6,22,16,28,6
"2034-01-21 20:59:20",831,122,290,83,300,7,20,21,40,1
"2034-02-12 13:52:41",663,134,314,129,300,1,13,12,15,2
"2034-05-15 12:11:35",556,154,324,159,333,2,12,15,10,5
"2034-02-07 09:46:14",1675,160,365,158,333,3,9,7,32,2
"2034-07-09 13:48:59",464,149,306,155,311,1,13,9,8,7
"2034-01-24 00:04:21",1648,-29,456,60,297,3,0,24,182,1
"2034-06-11 10:50:28",541,160,342,176,348,1,10,11,17,6
"2034-06-04 21:05:59",880,141,313,146,338,1,21,4,26,6
"2034-04-17 00:11:45",934,121,379,148,326,2,0,17,59,4
"2034-03-19 06:50:40",899,99,294,152,362,1,6,19,86,3
"2034-05-31 19:57:35",1005,-34,456,15,360,4,19,31,108,5
"2034-02-22 13:12:51",240,153,347,155,354,4,13,22,7,2
"2034-06-03 15:11:29",466,150,329,140,331,7,15,3,10,6
"2034-02-09 20:53:14",398,135,312,144,302,5,20,9,13,2
"2034-04-28 19:12:10",224,143,336,135,327,6,19,28,12,4
"2034-01-26 10:19:34",203,156,367,161,368,5,10,26,5,1
"2034-01-16 02:48:47",914,162,340,111,392,2,2,16,73,1
"2034-05-08 17:17:36",609,153,328,165,328,2,17,8,12,5
"2034-03-24 12:32:13",1263,142,308,149,364,6,12,24,56,3
"2034-01-29 17:52:28",872,154,324,127,316,1,17,29,28,1
"2034-02-16 23:18:15",552,145,332,132,310,5,23,16,26,2
"2034-05-20 11:15:58",181,160,329,162,335,7,11,20,6,5
"2034-05-12 07:58:08",200,200,387,190,386,6,7,12,10,5
"2034-06-09 11:50:46",706,160,347,154,324,6,11,9,24,6
"2034-03-05 19:56:18",543,154,346,167,330,1,19,5,21,3
"2034-02-24 16:56:41",177,160,316,163,324,6,16,24,9,2
"2034-07-06 14:59:36",981,137,295,146,320,5,14,6,27,7
"2034-06-23 22:50:58",1536,141,312,153,352,6,22,23,42,6
"2034-03-28 14:34:43",584,146,320,150,340,3,14,28,20,3
"2034-06-19 22:55:20",1705,-29,458,215,466,2,22,19,244,6
"2034-02-24 15:53:03",731,139,305,142,332,6,15,24,27,2
"2034-05-06 03:41:05",355,131,311,145,330,7,3,6,24,5
"2034-06-29 14:52:56",187,151,363,154,370,5,14,29,8,6
"2034-02-24 12:56:29",230,158,361,162,369,6,12,24,9,2
"2034-02-28 14:57:59",532,163,364,181,353,3,14,28,21,2
"2034-03-08 07:17:07",121,151,338,155,333,4,7,8,6,3
"2034-05-14 16:50:11",1049,151,325,139,339,1,16,14,18,5
"2034-02-12 00:10:42",159,153,343,156,346,1,0,12,4,2
"2034-05-04 10:31:36",1176,129,283,158,350,5,10,4,73,5
"2034-04-07 13:03:30",2979,137,330,-53,412,6,13,7,207,4
"2034-04-09 17:36:30",563,188,364,170,342,1,17,9,28,4
"2034-03-06 19:05:45",156,150,310,156,313,2,19,6,7,3
"2034-03-15 11:08:29",248,179,341,172,348,4,11,15,10,3
"2034-01-25 14:44:17",182,150,342,143,329,4,14,25,15,1
"2034-06-19 15:31:37",433,180,355,177,343,2,15,19,12,6
"2034-04-16 04:13:44",175,135,316,139,330,1,4,16,15,4
"2034-07-01 12:02:24",186,155,355,161,364,7,12,1,11,7
"2034-03-22 13:02:13",742,142,301,123,305,4,13,22,19,3
"2034-03-22 11:14:31",1817,168,377,149,329,4,11,22,52,3
"2034-05-27 02:46:41",549,100,339,71,350,7,2,27,31,5
"2034-02-18 19:18:45",887,141,325,153,364,7,19,18,41,2
"2034-02-22 20:56:53",179,151,333,149,319,4,20,22,14,2
"2034-04-30 15:24:46",381,157,309,166,329,1,15,30,22,4
"2034-06-24 16:16:45",672,151,339,148,328,7,16,24,11,6
"2034-06-17 16:50:12",236,162,330,165,334,7,16,17,5,6
"2034-05-23 14:27:14",467,154,375,157,357,3,14,23,18,5
"2034-06-18 04:29:03",450,116,408,102,417,1,4,18,17,6
"2034-03-19 02:33:45",274,152,354,126,366,1,2,19,29,3
"2034-04-21 11:02:09",419,141,318,152,308,6,11,21,15,4
"2034-05-12 16:15:53",324,159,355,161,363,6,16,12,8,5
"2034-03-29 21:04:47",1227,144,319,89,325,4,21,29,55,3
"2034-06-05 19:09:37",893,174,378,160,330,2,19,5,50,6
"2034-03-30 16:39:30",189,145,327,149,336,5,16,30,10,3
"2034-04-05 07:53:47",1229,150,351,134,295,4,7,5,58,4
"2034-05-04 01:30:37",397,139,307,136,329,5,1,4,22,5
"2034-02-16 19:26:09",818,139,324,159,331,5,19,16,21,2
"2034-05-11 17:39:33",588,145,322,136,311,5,17,11,14,5
"2034-02-26 17:54:48",757,151,324,149,345,1,17,26,21,2
"2034-03-24 21:21:50",959,158,340,139,318,6,21,24,29,3
"2034-04-13 10:27:28",1757,121,288,158,324,5,10,13,52,4
"2034-04-20 19:22:30",1063,128,292,105,337,5,19,20,51,4
"2034-05-02 16:49:54",188,162,313,155,321,3,16,2,11,5
"2034-01-20 09:01:18",192,157,344,152,335,6,9,20,10,1
"2034-02-14 18:04:04",353,157,360,164,374,3,18,14,16,2
"2034-03-12 04:40:52",476,136,307,154,325,1,4,12,25,3
"2034-04-27 13:37:47",293,177,363,177,351,5,13,27,12,4
"2034-01-22 16:30:19",570,129,325,144,321,1,16,22,16,1
"2034-04-08 08:19:26",1027,125,323,137,333,7,8,8,16,4
"2034-05-30 10:03:55",356,164,371,162,364,3,10,30,7,5
"2034-07-08 23:55:32",1071,131,313,111,343,7,23,8,36,7
"2034-05-23 13:18:06",272,149,314,153,319,3,13,23,6,5
"2034-05-06 14:51:23",445,186,387,172,382,7,14,6,15,5
"2034-07-05 23:22:36",166,172,334,161,341,4,23,5,13,7
"2034-03-23 22:18:18",1073,150,345,140,394,5,22,23,50,3
"2034-02-11 15:02:54",447,167,341,158,327,7,15,11,17,2
"2034-06-10 15:50:43",913,161,339,168,375,7,15,10,37,6
"2034-03-23 21:38:29",427,186,375,202,392,5,21,23,23,3
"2034-06-23 06:43:39",474,160,362,157,338,6,6,23,24,6
"2034-04-28 20:14:52",178,161,364,165,373,6,20,28,10,4
"2034-05-28 03:52:12",874,120,348,128,307,1,3,28,42,5
"2034-02-06 21:42:58",552,139,320,146,344,2,21,6,25,2
"2034-03-31 14:59:59",1791,130,290,189,133,6,14,31,168,3
"2034-03-20 14:00:33",634,174,330,155,349,2,14,20,27,3
"2034-01-26 22:25:21",199,161,367,159,359,5,22,26,8,1
"2034-06-25 13:26:11",408,144,326,146,313,1,13,25,13,6
"2034-05-20 06:01:09",485,145,323,152,367,7,6,20,45,5
"2034-01-14 10:34:07",218,155,371,154,360,7,10,14,11,1
"2034-05-27 18:22:40",414,152,360,170,344,7,18,27,24,5
"2034-04-13 15:52:51",2018,158,340,120,442,5,15,13,109,4
"2034-04-20 16:12:48",73,152,320,150,318,5,16,20,3,4
"2034-01-22 22:28:11",260,156,363,166,378,1,22,22,18,1
"2034-03-24 07:14:25",561,151,358,145,326,6,7,24,33,3
"2034-05-23 22:27:26",338,154,308,138,327,3,22,23,25,5
"2034-07-06 08:15:38",445,165,340,170,329,5,8,6,12,7
"2034-03-28 16:04:23",636,145,339,154,324,3,16,28,17,3
"2034-06-13 19:34:40",656,146,338,140,308,3,19,13,31,6
"2034-01-19 18:50:32",564,170,375,159,363,5,18,19,16,1
"2034-06-16 18:46:17",529,150,345,158,349,6,18,16,9,6
"2034-02-20 01:09:08",432,153,329,144,308,2,1,20,23,2
"2034-04-09 20:09:23",404,163,322,177,351,1,20,9,32,4
"2034-04-30 06:57:13",352,162,340,165,320,1,6,30,20,4
"2034-01-22 12:51:50",108,163,369,162,370,1,12,22,1,1
"2034-02-15 12:30:37",495,153,322,139,301,4,12,15,25,2
"2034-04-05 15:21:42",1695,142,320,122,441,4,15,5,123,4
"2034-04-01 07:59:55",824,157,344,139,334,7,7,1,21,4
"2034-06-17 09:46:10",689,151,323,137,315,7,9,17,16,6
"2034-06-09 08:42:41",126,150,357,151,364,6,8,9,7,6
"2034-05-21 07:37:01",415,168,322,176,356,1,7,21,35,5
"2034-04-16 21:15:05",595,152,356,133,353,1,21,16,19,4
"2034-03-09 07:09:29",415,136,290,144,309,5,7,9,21,3
"2034-02-03 18:53:15",626,138,302,140,322,6,18,3,20,2
"2034-04-30 10:39:57",195,140,325,128,330,1,10,30,13,4
"2034-05-08 07:10:06",377,170,384,189,401,2,7,8,26,5
"2034-07-06 17:18:02",2107,160,315,152,355,5,17,6,41,7
"2034-04-13 16:14:09",231,164,374,169,375,5,16,13,5,4
