pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-07-10 18:54:23",1648,142,337,163,327,2,18,10,23,7
"2034-07-05 19:30:52",1136,152,345,132,305,4,19,5,45,7
"2034-06-24 22:38:27",752,173,396,183,390,7,22,24,12,6
"2034-01-26 18:31:11",701,148,339,125,314,5,18,26,34,1
"2034-02-25 12:49:22",839,171,332,227,464,7,12,25,143,2
"2034-06-02 07:49:39",1001,165,338,193,375,6,7,2,46,6
"2034-04-30 14:55:11",2493,142,307,151,364,1,14,30,58,4
"2034-02-19 13:20:37",755,136,318,149,316,1,13,19,13,2
"2034-05-14 07:25:50",191,149,331,149,322,1,7,14,9,5
"2034-03-20 12:36:28",124,154,370,155,365,2,12,20,5,3
"2034-01-22 16:24:36",407,140,319,142,330,1,16,22,11,1
"2034-02-12 03:41:19",589,145,335,102,336,1,3,12,43,2
"2034-05-02 07:49:51",446,149,354,149,337,3,7,2,17,5
"2034-01-28 09:42:07",774,127,322,149,309,7,9,28,26,1
"2034-03-26 19:54:00",648,185,373,156,358,1,19,26,33,3
"2034-06-26 15:22:32",878,134,319,156,332,2,15,26,26,6
"2034-07-10 18:24:15",1338,141,306,94,320,2,18,10,49,7
"2034-05-18 22:36:31",454,164,341,174,352,5,22,18,15,5
"2034-04-11 11:39:15",851,123,288,139,308,3,11,11,26,4
"2034-06-30 11:08:16",286,152,346,146,338,6,11,30,10,6
"2034-03-26 08:34:12",602,199,386,183,359,1,8,26,31,3
"2034-01-26 09:24:58",460,161,373,179,351,5,9,26,28,1
"2034-06-09 09:38:05",633,150,341,156,347,6,9,9,8,6
"2034-03-28 14:48:17",273,122,292,125,301,3,14,28,9,3
"2034-04-24 15:48:36",383,134,307,131,318,2,15,24,11,4
"2034-06-02 22:49:06",546,150,345,153,324,6,22,2,21,6
"2034-05-19 18:24:23",738,156,314,172,334,6,18,19,26,5
"2034-03-17 08:33:12",411,150,337,139,334,6,8,17,11,3
"2034-01-14 07:55:44",218,141,338,148,329,7,7,14,11,1
"2034-07-01 17:49:16",656,165,361,162,339,7,17,1,22,7
"2034-01-17 20:39:40",589,160,339,156,369,3,20,17,30,1
"2034-06-01 12:39:19",472,125,317,122,305,5,12,1,12,6
"2034-06-09 09:11:59",840,154,348,142,322,6,9,9,29,6
"2034-06-03 08:08:14",255,138,315,138,322,7,8,3,7,6
"2034-06-17 09:35:05",1506,172,334,152,348,7,9,17,24,6
"2034-01-29 12:45:34",953,121,443,144,324,1,12,29,121,1
"2034-03-24 06:41:22",223,150,338,159,341,6,6,24,9,3
"2034-06-25 17:39:42",487,162,362,150,345,1,17,25,21,6
"2034-04-14 18:02:35",535,131,319,147,311,6,18,14,18,4
"2034-05-04 18:26:43",101,136,319,131,315,5,18,4,6,5
"2034-01-14 10:48:29",422,156,322,141,329,7,10,14,17,1
"2034-06-09 17:40:48",402,179,360,191,371,6,17,9,16,6
"2034-07-08 15:11:12",1198,167,363,125,292,7,15,8,82,7
"2034-03-07 14:17:40",1774,147,321,83,363,3,14,7,77,3
"2034-06-27 07:18:57",2160,122,290,-30,457,3,7,27,226,6
"2034-02-22 11:14:00",1974,123,440,149,347,4,11,22,97,2
"2034-04-14 08:50:01",780,151,344,154,329,6,8,14,15,4
"2034-07-12 12:09:15",188,153,352,154,359,4,12,12,7,7
"2034-01-20 13:41:10",998,146,319,152,355,6,13,20,36,1
"2034-04-16 22:01:34",947,145,341,132,312,1,22,16,32,4
"2034-03-22 13:58:47",388,134,306,141,322,4,13,22,17,3
"2034-03-05 19:38:06",1273,135,299,150,347,1,19,5,50,3
"2034-01-30 01:20:00",849,145,328,184,401,2,1,30,83,1
"2034-05-30 18:55:25",1991,-35,463,149,376,3,18,30,204,5
"2034-05-19 13:33:19",997,147,344,151,308,6,13,19,36,5
"2034-03-11 22:12:02",645,158,347,141,312,7,22,11,39,3
"2034-06-23 21:16:04",219,162,358,153,369,6,21,23,14,6
"2034-05-20 09:53:09",1421,152,366,151,341,7,9,20,25,5
"2034-05-29 14:18:00",988,147,322,164,339,2,14,29,24,5
"2034-05-08 12:50:12",1609,192,398,160,330,2,12,8,75,5
"2034-02-07 15:25:30",153,194,376,189,368,3,15,7,9,2
"2034-04-22 10:47:42",817,140,336,93,339,7,10,22,47,4
"2034-04-14 09:25:36",1149,146,329,163,340,6,9,14,20,4
"2034-04-10 12:35:42",320,149,308,156,322,2,12,10,16,4
"2034-05-07 11:39:26",1196,173,348,146,318,1,11,7,40,5
"2034-02-23 21:22:02",1486,162,314,64,397,5,21,23,128,2
"2034-03-09 10:23:39",1339,113,448,77,362,5,10,9,93,3
"2034-06-08 21:22:10",457,131,319,142,311,5,21,8,14,6
"2034-03-17 06:41:14",213,164,378,162,367,6,6,17,11,3
"2034-03-06 04:49:27",778,168,386,135,391,2,4,6,33,3
"2034-02-20 18:57:09",456,139,318,152,329,2,18,20,17,2
"2034-05-30 14:31:55",351,149,350,160,356,3,14,30,13,5
"2034-02-26 18:10:04",932,124,284,147,336,1,18,26,57,2
"2034-03-29 00:43:46",452,113,448,59,445,4,0,29,54,3
"2034-06-27 22:52:58",286,154,358,146,342,3,22,27,18,6
"2034-03-26 17:29:49",679,161,353,182,358,1,17,26,22,3
"2034-05-07 19:44:23",428,160,346,168,327,1,19,7,21,5
"2034-01-30 11:31:22",747,171,338,147,327,2,11,30,26,1
"2034-06-08 16:22:06",359,178,345,182,358,5,16,8,14,6
"2034-06-17 07:42:54",525,160,341,165,365,7,7,17,25,6
"2034-04-06 18:49:09",377,155,371,157,354,5,18,6,17,4
"2034-02-03 15:03:33",302,143,309,136,317,6,15,3,11,2
"2034-06-05 14:48:46",875,152,343,154,322,2,14,5,21,6
"2034-06-17 00:09:21",312,144,306,129,311,7,0,17,16,6
"2034-02-04 13:44:55",3017,144,322,-34,465,7,13,4,228,2
"2034-02-26 15:57:09",3,-35,464,-35,464,1,15,26,0,2
"2034-06-20 07:53:04",292,133,322,129,308,3,7,20,15,6
"2034-06-09 08:12:31",144,139,390,134,388,6,8,9,5,6
"2034-06-08 20:56:46",558,169,348,168,374,5,20,8,26,6
"2034-03-24 07:59:30",1091,117,445,-30,457,6,7,24,147,3
"2034-07-14 06:36:17",442,154,376,138,327,6,6,14,52,7
"2034-07-09 08:25:56",689,122,294,165,315,1,8,9,48,7
"2034-02-25 15:06:57",654,174,336,185,360,7,15,25,26,2
"2034-04-23 01:42:06",674,136,317,168,333,1,1,23,36,4
"2034-05-02 10:25:54",216,187,365,183,359,3,10,2,7,5
"2034-06-02 14:20:07",909,151,363,150,346,6,14,2,17,6
"2034-06-17 15:49:08",750,164,357,160,337,7,15,17,20,6
"2034-05-02 22:22:06",195,161,365,153,371,3,22,2,10,5
"2034-04-02 21:48:58",479,157,337,158,333,1,21,2,4,4
"2034-07-09 09:25:01",506,148,322,165,331,1,9,9,19,7
"2034-01-21 07:32:46",867,134,293,155,345,7,7,21,56,1
"2034-04-10 04:13:18",320,165,332,151,313,2,4,10,24,4
"2034-03-29 16:49:35",1866,162,360,112,303,4,16,29,76,3
"2034-03-06 03:53:05",535,125,315,140,304,2,3,6,19,3
"2034-05-17 20:53:21",119,164,369,162,362,4,20,17,7,5
"2034-05-22 11:36:54",1044,157,364,130,286,2,11,22,83,5
"2034-06-29 03:11:16",480,132,321,156,357,5,3,29,43,6
"2034-05-27 21:28:43",1547,-30,464,151,339,7,21,27,220,5
"2034-07-09 19:55:16",130,184,364,190,377,1,19,9,14,7
"2034-03-23 11:49:29",1681,151,324,169,372,5,11,23,51,3
"2034-06-11 13:10:22",696,149,314,170,332,1,13,11,28,6
"2034-05-18 07:21:03",582,145,313,149,341,5,7,18,28,5
"2034-04-22 12:27:04",942,160,335,156,315,7,12,22,20,4
"2034-02-25 12:34:15",1567,150,337,171,376,7,12,25,44,2
"2034-02-13 15:55:25",276,149,331,138,324,2,15,13,13,2
"2034-01-20 11:05:34",212,182,355,188,368,6,11,20,14,1
"2034-04-04 16:23:35",810,153,343,135,312,3,16,4,36,4
"2034-02-23 09:35:23",665,141,320,153,346,5,9,23,29,2
"2034-07-07 22:39:19",275,154,353,164,362,6,22,7,13,7
"2034-05-19 10:52:30",158,129,315,130,321,6,10,19,6,5
"2034-04-27 10:39:47",286,162,333,164,339,5,10,27,6,4
"2034-05-20 18:01:07",1326,167,364,159,342,7,18,20,23,5
"2034-06-20 19:57:42",510,148,312,129,315,3,19,20,19,6
"2034-06-07 19:50:00",322,159,328,159,339,4,19,7,11,6
"2034-07-01 15:39:12",3776,155,323,66,327,7,15,1,89,7
"2034-05-03 23:57:55",269,146,322,135,325,4,23,3,11,5
"2034-06-09 13:17:58",317,131,371,142,376,6,13,9,12,6
"2034-02-02 21:32:46",1162,162,340,162,340,5,21,2,0,2
"2034-03-12 07:53:48",429,120,324,156,335,1,7,12,38,3
"2034-05-14 16:51:50",225,158,365,158,362,1,16,14,3,5
"2034-03-07 11:19:29",661,154,325,154,335,3,11,7,10,3
"2034-04-28 15:44:25",1347,154,350,135,298,6,15,28,55,4
"2034-01-29 00:33:11",330,158,326,169,336,1,0,29,15,1
"2034-05-01 22:09:06",746,171,344,156,374,2,22,1,34,5
"2034-04-08 15:17:34",938,153,338,155,324,7,15,8,14,4
"2034-02-23 11:26:02",1553,167,337,139,318,5,11,23,34,2
"2034-06-20 18:13:22",724,159,333,150,350,3,18,20,19,6
"2034-03-08 13:00:47",472,155,325,151,326,4,13,8,4,3
"2034-05-28 14:28:57",485,159,327,167,338,1,14,28,14,5
"2034-06-17 16:05:57",986,137,330,109,305,7,16,17,38,6
"2034-04-23 16:29:04",143,135,299,142,304,1,16,23,9,4
"2034-03-13 21:54:31",957,130,322,167,367,2,21,13,58,3
"2034-07-09 04:10:22",562,149,328,123,292,1,4,9,44,7
"2034-02-17 14:33:59",586,162,353,161,345,6,14,17,8,2
"2034-05-03 10:25:59",40,151,332,150,331,4,10,3,1,5
"2034-07-09 12:21:12",388,154,365,173,355,1,12,9,21,7
"2034-03-17 06:56:35",215,153,322,141,331,6,6,17,15,3
"2034-05-19 14:26:09",449,158,327,168,328,6,14,19,10,5
"2034-04-24 17:15:23",931,183,367,158,367,2,17,24,25,4
"2034-04-05 18:12:35",477,155,361,153,347,4,18,5,14,4
"2034-05-10 20:31:23",192,155,355,157,369,4,20,10,14,5
"2034-06-08 11:27:51",817,123,321,138,298,5,11,8,27,6
"2034-03-30 12:14:20",626,153,348,154,326,5,12,30,22,3
"2034-05-05 10:34:25",1306,165,325,147,340,6,10,5,23,5
"2034-05-18 21:47:31",340,140,315,145,302,5,21,18,14,5
"2034-05-07 15:22:55",1092,114,448,160,357,1,15,7,102,5
"2034-06-06 19:23:12",255,153,328,159,328,3,19,6,6,6
"2034-03-17 07:44:03",690,183,368,168,368,6,7,17,15,3
"2034-01-30 22:47:46",576,179,350,200,396,2,22,30,51,1
"2034-05-21 17:18:31",419,133,291,147,304,1,17,21,19,5
"2034-03-17 05:57:23",347,152,326,148,352,6,5,17,26,3
"2034-01-27 18:29:25",790,186,360,163,342,6,18,27,29,1
"2034-03-13 00:22:03",192,148,330,147,336,2,0,13,6,3
"2034-05-02 05:05:59",612,99,306,151,337,3,5,2,61,5
"2034-06-05 10:41:55",531,184,359,163,356,2,10,5,21,6
"2034-06-18 23:55:04",467,184,361,160,372,1,23,18,26,6
"2034-03-21 12:28:47",423,139,324,143,310,3,12,21,15,3
"2034-02-05 09:01:57",445,160,330,159,352,1,9,5,22,2
"2034-05-12 20:16:50",958,130,297,157,332,6,20,12,44,5
"2034-02-04 18:23:44",858,149,339,122,285,7,18,4,60,2
"2034-05-26 15:55:45",889,163,364,174,337,6,15,26,29,5
"2034-03-26 00:21:11",1058,131,312,165,334,1,0,26,40,3
"2034-06-17 06:29:12",24,141,331,142,328,7,6,17,3,6
"2034-04-03 00:26:55",1767,133,317,146,409,2,0,3,93,4
"2034-05-19 21:06:14",589,128,314,129,309,6,21,19,5,5
"2034-05-26 20:00:13",513,167,336,147,349,6,20,26,24,5
"2034-02-19 19:29:27",2215,128,307,216,415,1,19,19,139,2
"2034-04-18 17:19:28",205,144,310,151,307,3,17,18,8,4
"2034-05-31 15:31:24",327,157,342,146,338,4,15,31,12,5
"2034-02-08 08:48:22",2729,136,296,151,364,4,8,8,70,2
"2034-04-10 04:47:41",184,80,293,88,304,2,4,10,14,4
"2034-07-14 06:42:23",418,177,356,154,343,6,6,14,26,7
"2034-05-22 21:37:40",343,165,326,160,345,2,21,22,20,5
"2034-07-09 00:16:58",586,137,317,156,331,1,0,9,24,7
"2034-04-22 18:56:09",1384,149,349,133,304,7,18,22,48,4
"2034-06-29 09:40:33",2878,114,448,151,319,5,9,29,134,6
"2034-07-09 00:32:16",992,161,338,141,317,1,0,9,29,7
"2034-06-03 08:56:19",2150,159,332,115,446,7,8,3,122,6
"2034-04-29 23:09:49",691,139,334,160,377,7,23,29,48,4
"2034-06-04 17:29:21",349,153,323,139,322,1,17,4,14,6
"2034-07-10 01:40:21",614,153,309,149,337,2,1,10,28,7
"2034-02-23 20:21:15",480,152,348,158,329,5,20,23,20,2
"2034-04-10 19:58:06",914,160,334,185,399,2,19,10,70,4
"2034-06-09 19:59:39",1297,157,335,190,372,6,19,9,50,6
"2034-06-03 19:30:29",555,134,314,145,330,7,19,3,19,6
"2034-05-19 14:41:39",567,153,338,154,334,6,14,19,4,5
"2034-05-26 19:35:40",326,133,311,141,311,6,19,26,8,5
"2034-04-24 13:47:24",1150,159,309,178,354,2,13,24,49,4
"2034-02-21 12:52:17",155,213,413,217,415,3,12,21,4,2
"2034-05-09 15:47:45",548,179,350,208,405,3,15,9,62,5
"2034-07-02 01:35:16",179,164,361,162,365,1,1,2,4,7
"2034-04-03 01:28:48",458,146,321,133,317,2,1,3,14,4
"2034-02-28 19:56:11",168,156,315,152,308,3,19,28,8,2
"2034-01-29 14:20:46",513,178,351,162,373,1,14,29,27,1
"2034-02-01 16:51:53",526,177,383,168,372,4,16,1,14,2
"2034-02-13 11:57:54",177,160,379,161,374,2,11,13,5,2
"2034-05-03 09:02:25",319,128,282,121,287,4,9,3,9,5
"2034-06-21 21:21:34",2133,141,318,48,381,4,21,21,112,6
"2034-06-28 18:35:45",260,159,350,165,364,4,18,28,15,6
"2034-07-13 08:44:03",846,154,364,175,360,5,8,13,21,7
"2034-02-08 07:41:11",339,145,347,155,348,4,7,8,10,2
"2034-07-03 17:59:26",302,183,358,184,373,2,17,3,15,7
"2034-06-04 14:36:12",280,139,317,136,315,1,14,4,4,6
"2034-06-12 21:31:27",294,179,360,163,370,2,21,12,19,6
"2034-01-29 15:52:34",1355,153,315,185,131,1,15,29,187,1
"2034-03-20 14:33:07",533,162,369,149,339,2,14,20,33,3
"2034-06-28 12:21:10",898,144,338,155,316,4,12,28,25,6
"2034-02-24 09:54:09",884,160,334,149,339,6,9,24,12,2
"2034-01-24 16:28:17",364,158,339,163,358,3,16,24,20,1
"2034-04-18 05:39:29",623,134,330,136,299,3,5,18,31,4
"2034-03-11 10:37:31",904,159,328,157,361,7,10,11,33,3
"2034-06-12 18:55:40",591,153,328,172,352,2,18,12,31,6
"2034-03-26 01:16:06",563,150,335,131,300,1,1,26,40,3
"2034-06-29 17:40:35",351,147,317,136,322,5,17,29,12,6
"2034-02-09 00:10:14",99,163,364,160,359,5,0,9,6,2
"2034-03-24 22:59:55",2428,-35,463,163,331,6,22,24,238,3
"2034-02-11 16:49:25",268,149,352,148,339,7,16,11,13,2
"2034-07-06 14:46:35",313,157,360,157,375,5,14,6,15,7
"2034-06-18 23:36:33",644,129,321,135,310,1,23,18,13,6
"2034-02-09 23:02:00",679,159,341,156,374,5,23,9,33,2
"2034-02-17 13:10:10",348,129,283,118,305,6,13,17,25,2
"2034-01-15 22:33:35",290,169,343,180,347,1,22,15,12,1
"2034-06-24 07:28:05",656,161,353,197,382,7,7,24,46,6
"2034-06-14 13:32:53",1094,154,325,146,349,4,13,14,25,6
"2034-04-03 18:07:27",1032,163,329,122,297,2,18,3,52,4
"2034-06-14 02:27:36",214,162,334,163,321,4,2,14,13,6
"2034-04-27 15:15:21",539,145,329,154,323,5,15,27,11,4
"2034-01-22 20:30:43",511,144,311,133,313,1,20,22,11,1
"2034-04-30 11:37:08",378,159,351,151,332,1,11,30,21,4
"2034-07-09 13:53:30",294,144,323,139,314,1,13,9,10,7
"2034-07-12 21:05:11",1092,195,378,166,336,4,21,12,51,7
"2034-02-23 22:23:54",147,109,341,110,331,5,22,23,10,2
"2034-04-25 23:02:44",689,135,315,150,343,3,23,25,32,4
"2034-05-06 10:31:26",1201,122,441,152,343,7,10,6,102,5
"2034-05-02 15:22:17",368,167,341,177,343,3,15,2,10,5
"2034-01-28 01:45:49",667,145,334,106,335,7,1,28,39,1
"2034-04-10 08:56:10",361,160,370,172,347,2,8,10,26,4
"2034-02-24 07:13:26",96,193,380,189,374,6,7,24,7,2
"2034-05-16 17:49:17",445,153,329,159,343,3,17,16,15,5
"2034-04-28 18:36:23",584,128,285,129,309,6,18,28,24,4
"2034-02-19 19:54:18",590,133,309,149,310,1,19,19,16,2
"2034-01-27 12:56:37",2380,152,314,-37,468,6,12,27,244,1
"2034-04-21 13:30:51",959,154,325,135,322,6,13,21,19,4
"2034-04-16 08:01:03",484,130,365,119,372,1,8,16,13,4
"2034-03-18 16:57:11",1128,100,292,133,329,7,16,18,50,3
"2034-05-26 20:25:49",819,141,321,125,349,6,20,26,32,5
"2034-04-16 15:41:23",525,173,354,154,353,1,15,16,19,4
"2034-04-21 21:03:56",458,164,322,163,322,6,21,21,1,4
"2034-03-19 23:05:57",774,123,440,144,339,1,23,19,103,3
"2034-05-05 09:24:38",2779,135,383,154,350,6,9,5,38,5
"2034-04-01 12:53:39",1272,152,328,128,306,7,12,1,33,4
"2034-04-26 14:05:27",548,129,315,138,322,4,14,26,11,4
"2034-05-30 14:58:39",376,147,333,147,313,3,14,30,20,5
"2034-03-17 06:13:47",674,155,326,170,374,6,6,17,50,3
"2034-06-28 07:33:46",202,148,330,153,341,4,7,28,12,6
"2034-02-15 08:19:56",170,147,306,150,312,4,8,15,7,2
"2034-05-27 01:18:20",1296,149,325,132,390,7,1,27,67,5
"2034-05-29 21:27:32",886,148,337,175,346,2,21,29,28,5
"2034-06-22 18:31:05",897,159,352,174,352,5,18,22,15,6
"2034-02-17 18:36:07",809,157,322,179,345,6,18,17,32,2
"2034-05-05 16:31:15",988,150,344,132,324,6,16,5,27,5
"2034-04-23 01:16:13",230,159,327,152,328,1,1,23,7,4
"2034-05-07 09:36:08",235,155,360,159,374,1,9,7,15,5
"2034-04-16 13:02:21",407,151,347,153,371,1,13,16,24,4
"2034-02-09 07:41:46",564,164,366,158,346,5,7,9,21,2
"2034-01-29 01:15:22",704,132,300,133,329,1,1,29,29,1
"2034-07-08 22:15:44",923,113,448,95,420,7,22,8,33,7
"2034-03-12 19:14:24",340,140,319,142,334,1,19,12,15,3
"2034-04-10 18:34:39",250,163,315,162,321,2,18,10,6,4
"2034-01-29 22:27:23",142,146,334,142,323,1,22,29,12,1
"2034-01-26 23:50:19",193,111,335,106,347,5,23,26,13,1
"2034-04-28 23:28:52",694,164,340,135,312,6,23,28,40,4
"2034-01-25 15:05:08",2215,-35,464,152,330,4,15,25,230,1
"2034-06-27 11:54:43",937,163,321,121,289,3,11,27,53,6
"2034-07-03 00:19:34",564,161,334,163,326,2,0,3,8,7
"2034-03-07 16:28:49",1057,123,439,187,374,3,16,7,91,3
"2034-06-22 21:16:40",929,114,448,176,384,5,21,22,89,6
"2034-04-23 19:59:09",273,155,354,165,380,1,19,23,28,4
"2034-06-30 20:30:28",155,138,321,134,314,6,20,30,8,6
"2034-07-12 13:14:24",808,156,357,153,337,4,13,12,20,7
"2034-05-25 23:29:25",113,150,350,146,343,5,23,25,8,5
"2034-05-08 16:11:02",441,134,310,146,299,2,16,8,16,5
"2034-01-17 07:40:35",20,151,353,150,351,3,7,17,2,1
"2034-05-28 02:06:32",859,163,342,107,395,1,2,28,77,5
"2034-07-02 01:18:04",130,69,338,73,342,1,1,2,6,7
"2034-01-20 20:47:11",538,159,343,160,325,6,20,20,18,1
"2034-02-24 11:10:36",512,151,333,160,343,6,11,24,13,2
"2034-07-02 08:37:56",1063,108,431,164,365,1,8,2,87,7
"2034-05-01 17:23:38",388,167,364,180,395,2,17,1,34,5
"2034-02-23 20:13:17",591,143,310,158,340,5,20,23,34,2
"2034-01-22 11:05:15",709,136,298,119,316,1,11,22,25,1
"2034-04-06 13:42:36",542,173,355,160,343,5,13,6,18,4
"2034-07-05 19:02:59",235,190,403,177,397,4,19,5,14,7
"2034-04-13 07:09:59",360,155,325,150,337,5,7,13,13,4
"2034-07-06 19:37:21",146,144,339,141,329,5,19,6,10,7
"2034-03-14 22:39:30",224,141,306,151,319,3,22,14,16,3
"2034-06-08 07:27:01",784,160,328,167,365,5,7,8,38,6
"2034-07-06 09:34:34",204,150,351,146,345,5,9,6,7,7
"2034-05-12 15:47:04",1160,138,334,121,442,6,15,12,109,5
"2034-01-29 14:22:17",385,147,329,154,320,1,14,29,11,1
"2034-02-19 19:17:08",544,150,327,142,309,1,19,19,20,2
"2034-06-11 19:45:03",707,141,318,124,282,1,19,11,40,6
"2034-03-29 18:46:39",1910,-36,468,83,350,4,18,29,168,3
"2034-05-06 18:02:41",835,137,311,153,330,7,18,6,25,5
"2034-03-20 22:51:15",422,132,309,145,305,2,22,20,14,3
"2034-03-25 11:24:09",20,169,340,168,340,7,11,25,1,3
"2034-06-14 17:26:40",2054,166,342,224,438,4,17,14,112,6
"2034-07-10 16:26:19",321,165,326,175,347,2,16,10,23,7
"2034-06-17 23:02:19",1108,169,328,147,306,7,23,17,31,6
"2034-05-24 12:57:11",805,150,309,139,307,4,12,24,11,5
"2034-05-20 16:29:25",2252,121,287,114,446,7,16,20,159,5
"2034-05-08 19:10:44",848,150,356,115,446,2,19,8,97,5
"2034-02-17 15:36:14",587,170,349,160,354,6,15,17,11,2
"2034-03-13 16:56:15",269,129,285,120,290,2,16,13,10,3
"2034-05-29 18:40:18",976,108,338,116,384,2,18,29,47,5
"2034-03-31 07:11:40",697,173,348,137,299,6,7,31,61,3
"2034-03-04 09:28:34",519,139,299,132,306,7,9,4,10,3
"2034-05-03 21:17:43",1158,146,304,131,306,4,21,3,15,5
"2034-04-23 22:25:47",423,149,329,140,317,1,22,23,15,4
"2034-01-21 12:02:18",988,182,354,152,353,7,12,21,30,1
"2034-01-19 08:46:06",376,164,325,157,340,5,8,19,17,1
"2034-03-27 12:10:15",327,149,328,152,315,2,12,27,13,3
"2034-05-21 08:02:57",771,168,377,153,325,1,8,21,54,5
"2034-04-30 09:41:28",622,133,323,154,375,1,9,30,56,4
"2034-05-18 14:22:49",380,141,305,139,313,5,14,18,8,5
"2034-03-25 19:53:45",207,150,310,155,316,7,19,25,8,3
"2034-07-06 11:56:11",719,156,329,131,300,5,11,6,38,7
"2034-02-01 20:23:28",785,134,320,123,301,4,20,1,22,2
"2034-02-04 10:37:27",462,121,285,143,343,7,10,4,62,2
"2034-01-20 23:06:36",361,166,327,181,354,6,23,20,31,1
"2034-01-22 22:25:47",1776,147,324,53,319,1,22,22,94,1
"2034-02-28 18:28:28",565,121,285,139,327,3,18,28,46,2
"2034-01-20 14:41:16",1250,113,448,136,364,6,14,20,87,1
"2034-06-18 09:24:01",146,171,344,170,348,1,9,18,4,6
"2034-02-09 14:48:56",125,157,331,162,335,5,14,9,6,2
"2034-04-10 02:41:16",293,144,332,158,341,2,2,10,17,4
"2034-06-20 19:12:10",439,152,339,157,359,3,19,20,21,6
"2034-03-15 18:37:20",153,163,366,167,374,4,18,15,9,3
"2034-07-08 13:36:09",3737,-34,467,131,303,7,13,8,233,7
"2034-05-11 13:57:48",737,144,302,143,326,5,13,11,24,5
"2034-06-23 15:29:26",1166,149,338,157,345,6,15,23,11,6
"2034-02-16 13:04:10",178,155,365,159,364,5,13,16,4,2
"2034-02-12 15:43:13",374,155,340,143,331,1,15,12,15,2
"2034-01-21 13:44:43",589,153,367,166,374,7,13,21,15,1
"2034-05-18 15:39:20",402,165,342,173,329,5,15,18,15,5
"2034-02-25 22:21:38",783,131,324,156,308,7,22,25,30,2
"2034-01-15 01:19:34",328,152,314,163,330,1,1,15,19,1
"2034-04-03 08:52:37",759,126,324,168,345,2,8,3,47,4
"2034-01-27 10:01:17",688,118,383,123,346,6,10,27,37,1
"2034-07-07 16:35:11",550,147,321,132,319,6,16,7,15,7
"2034-07-01 00:37:30",900,113,448,137,321,7,0,1,129,7
"2034-05-25 03:40:23",1199,133,309,220,423,5,3,25,143,5
"2034-04-15 15:31:53",965,173,356,205,399,7,15,15,54,4
"2034-02-12 15:44:46",536,136,315,147,328,1,15,12,17,2
"2034-05-04 16:34:00",553,168,346,167,365,5,16,4,19,5
"2034-03-27 11:48:49",428,163,340,165,319,2,11,27,21,3
"2034-06-05 13:17:53",385,148,334,155,333,2,13,5,7,6
"2034-06-04 18:08:40",2688,-30,464,178,348,1,18,4,238,6
"2034-05-01 01:05:50",1000,133,372,215,416,2,1,1,93,5
"2034-04-11 16:05:58",399,153,329,164,320,3,16,11,14,4
"2034-02-13 12:48:44",451,163,341,148,316,2,12,13,29,2
"2034-05-12 23:02:11",492,157,344,151,320,6,23,12,25,5
"2034-03-18 02:33:42",757,151,336,97,289,7,2,18,72,3
"2034-07-05 10:29:11",568,151,335,155,352,4,10,5,17,7
